jpeg-55,jpeg-75,jpeg-95
0.086139669,0.076834392,0.082457144
0.066116339,0.061295753,0.060173087
0.068834573,0.062655031,0.064559964
0.116631695,0.103704449,0.101168356
0.057927816,0.05261638,0.055916224
0.079637461,0.07258251,0.083652309
0.122672536,0.111121807,0.101352252
0.052549306,0.048487049,0.052714512
0.056082687,0.05158747,0.054536031
0.120858559,0.114564949,0.128623534
0.049314348,0.045623831,0.049829208
0.118652556,0.107337324,0.104123879
0.10262245,0.093131341,0.085776131
0.099295948,0.092356126,0.087460682
0.113919122,0.103614877,0.098619102
0.083833949,0.076249,0.076232123
0.099625716,0.086821655,0.088425158
0.124027656,0.111084156,0.106987185
0.12436649,0.113519719,0.122745324
0.119135163,0.111963638,0.115675359
0.128812823,0.122456943,0.134554181
0.119808101,0.11711267,0.120151557
0.10073063,0.09416213,0.103441199
0.050878432,0.046492694,0.050742375
0.119129526,0.103616298,0.096648596
0.119861018,0.109334563,0.102723565
0.071370751,0.062180617,0.064651452
0.05721336,0.048650646,0.048076415
0.131938131,0.124274869,0.119293317
0.156135105,0.141207131,0.140700323
0.114139398,0.10396714,0.106919412
0.19509587,0.182580348,0.170885171
0.14048542,0.12734492,0.126506948
0.134497267,0.120206318,0.118220258
0.161701665,0.148429914,0.140921765
0.104665858,0.096666148,0.09392772
0.129330616,0.116829703,0.1161648
0.07730771,0.070912847,0.072991313
0.076465758,0.072611126,0.07278722
0.072071555,0.07046676,0.071945891
0.085996128,0.078668418,0.074987603
0.116518492,0.103801295,0.10172497
0.101952064,0.091649831,0.095928114
0.081356851,0.074458412,0.07784388
0.093329065,0.08546779,0.084642719
0.118117851,0.109783846,0.107198042
0.113441665,0.103423163,0.108747826
0.115731952,0.106398107,0.103548652
0.110493499,0.104458387,0.099950607
0.100054798,0.096760544,0.097102167
0.099107231,0.09370459,0.092873364
0.112409654,0.106942949,0.101597351
0.100267563,0.093599979,0.093636852
0.106395601,0.098354477,0.100138391
0.082372093,0.073621957,0.073505147
0.086795866,0.081350219,0.084751583
0.125396611,0.114722407,0.106574195
0.136553138,0.122298313,0.117778357
0.130596988,0.124156987,0.118450093
0.136499134,0.129728151,0.126221126
0.09419928,0.089035622,0.087230775
0.09627261,0.087728464,0.090154088
0.113241543,0.105280119,0.103548942
0.117328861,0.111453785,0.110472561
0.117340984,0.110775619,0.115433822
0.127222638,0.119527599,0.116900871
0.121585605,0.114449691,0.114309529
0.035104189,0.032405047,0.031895898
0.036113186,0.030575455,0.033182979
0.028172603,0.025906592,0.028170846
0.03630081,0.03273119,0.034786367
0.099398407,0.082006569,0.074163633
0.079152721,0.069850965,0.061384545
0.027206441,0.024978736,0.025249156
0.026389964,0.023614663,0.025779323
0.032337652,0.028575637,0.031094352
0.031041252,0.027987566,0.029511168
0.040309586,0.036113389,0.036710526
0.064945428,0.058471518,0.05971699
0.045907506,0.042052036,0.043484414
0.048476844,0.041979936,0.042408269
0.042506623,0.039152802,0.042020552
0.182335333,0.157620707,0.132401848
0.14079097,0.131532299,0.12049215
0.155472889,0.148660587,0.139564048
0.10850146,0.099910256,0.097223892
0.147051667,0.138967376,0.12883826
0.166931538,0.152605751,0.131979434
0.103525994,0.097280444,0.095520428
0.117991626,0.108309666,0.101308637
0.099011082,0.098275242,0.098219591
0.171834813,0.157760563,0.131530862
0.144952155,0.131880907,0.117650788
0.125168238,0.118177411,0.117762236
0.135802568,0.128095137,0.12449865
0.147774226,0.129297527,0.11550057
0.121241025,0.11101635,0.099981433
0.109268334,0.105593111,0.102595715
0.0990592,0.090807196,0.101679772
0.072859784,0.067046667,0.068137241
0.026844358,0.0241266,0.024578812
0.036651096,0.03362552,0.035340942
0.073761254,0.066665395,0.065191568
0.063283614,0.056895602,0.058003882
0.068565675,0.061761593,0.064449837
0.060435196,0.053065292,0.052306034
0.071255443,0.061771922,0.055181363
0.066677904,0.061596369,0.058366709
0.056559611,0.051943606,0.054269136
0.052549905,0.048603361,0.050363676
0.06506296,0.061200403,0.061129752
0.066826908,0.061474579,0.062269251
0.064482309,0.059779129,0.061495661
0.066533034,0.062040751,0.065178637
0.07053844,0.06230454,0.061496637
0.058456164,0.054864306,0.05352916
0.062542118,0.057480816,0.056614759
0.085330736,0.079032292,0.083394883
0.094013107,0.086659146,0.089258737
0.132892885,0.12030396,0.113619347
0.068397026,0.063012904,0.065293196
0.081236271,0.077256939,0.078959348
0.081545258,0.075443082,0.072078366
0.110930223,0.102509158,0.10150773
0.088177061,0.080979755,0.08024438
0.073893688,0.065616841,0.067229056
0.160929758,0.142613203,0.129870204
0.130256811,0.120999951,0.113886024
0.11308015,0.101705058,0.095858733
0.139822608,0.126208066,0.117191371
0.161290151,0.145059658,0.136230687
0.106605893,0.099791471,0.098466561
0.092251933,0.087327596,0.089414652
0.090314656,0.081932985,0.08417706
0.10831525,0.096949945,0.094491712
0.08629734,0.082288442,0.081796058
0.132720587,0.1195296,0.108853654
0.19443482,0.164703477,0.141010924
0.118185759,0.10793456,0.10067669
0.103054579,0.094140471,0.090949933
0.077867523,0.073244131,0.076085451
0.063377499,0.060007133,0.061254353
0.079471288,0.075468036,0.081375074
0.142061717,0.125992322,0.11274917
0.108076776,0.102059733,0.100000786
0.07865013,0.072214251,0.079661615
0.090459353,0.084056339,0.081039526
0.105541731,0.092171252,0.093665688
0.076686663,0.072211758,0.077042738
0.089352702,0.081476511,0.085332733
0.114134119,0.10656179,0.108497768
0.097679374,0.09167249,0.092719815
0.083613653,0.077048877,0.079858064
0.068431812,0.063076799,0.069007384
0.104092744,0.090778432,0.09410556
0.065759359,0.060294498,0.065844588
0.11777984,0.100705683,0.098896554
0.059248224,0.054711418,0.058674374
0.087805653,0.082661962,0.087061606
0.059734268,0.054042411,0.060047453
0.085031828,0.078440829,0.081840266
0.108534337,0.096963983,0.094081371
0.104579503,0.100807584,0.109479345
0.132312267,0.119573819,0.121157711
0.104590983,0.097374749,0.110197035
0.112819683,0.103551938,0.106396639
0.109152517,0.101748328,0.101541229
0.092116066,0.082103008,0.083578712
0.09699988,0.0867927,0.087974255
0.096974129,0.094250362,0.094345814
0.064730067,0.058632432,0.059435695
0.089184927,0.085134701,0.090606291
0.092300865,0.079344309,0.081235614
0.054016799,0.050774249,0.054020205
0.068442394,0.059885157,0.06016455
0.068403267,0.063324506,0.06362261
0.066571612,0.05949322,0.069249552
0.100777019,0.098561371,0.108442355
0.123943965,0.111336141,0.113985497
0.067243812,0.063196499,0.070698702
0.092940188,0.075828659,0.076257838
0.084818378,0.076720654,0.082964076
0.13662971,0.116714628,0.107825208
0.10947904,0.105381506,0.111248477
0.104570848,0.095508187,0.091479647
0.066376814,0.061244824,0.066115429
0.050000159,0.04746818,0.055963826
0.073299533,0.068426928,0.072270426
0.042852926,0.038035534,0.043995697
0.103809018,0.094959844,0.095691612
0.090997693,0.084344074,0.096549081
0.110343105,0.102243597,0.093677828
0.116003051,0.107114131,0.107616789
0.108704976,0.103084632,0.102500898
0.086103319,0.079508861,0.081929773
0.153823541,0.136307736,0.128712872
0.096814762,0.090479377,0.096572114
0.106890117,0.098144546,0.095954553
0.06935884,0.063907896,0.068134187
0.123721718,0.109614056,0.10622465
0.141898211,0.125196479,0.117070167
0.086840492,0.081758302,0.08819536
0.071974271,0.069333852,0.075338141
0.120724997,0.108715768,0.109947096
0.090840709,0.085540298,0.094498543
0.069824194,0.061501435,0.055443797
0.068802496,0.059113488,0.053610122
0.145549144,0.138691599,0.135031786
0.112992714,0.104521785,0.108567461
0.059595055,0.051449866,0.050913346
0.151551634,0.136145855,0.124087971
0.081843309,0.077047798,0.07801717
0.082355832,0.078577508,0.073652117
0.093098933,0.086589913,0.081483683
0.071286851,0.06801962,0.067356398
0.063498318,0.061619615,0.064839541
0.074605581,0.069478948,0.071743657
0.138661671,0.127797048,0.130072638
0.144976134,0.130815038,0.133658752
0.093458701,0.084682236,0.08909511
0.114056185,0.099917153,0.107301215
0.142273737,0.126290792,0.118288134
0.18621864,0.174209392,0.159857168
0.128188439,0.112372635,0.10912652
0.095144353,0.085574374,0.088697919
0.106967003,0.096503259,0.093057052
0.126902472,0.11157209,0.10195686
0.110959164,0.104288783,0.107723326
0.158689831,0.14026241,0.125599109
0.098760721,0.092091354,0.10593846
0.119073627,0.103272286,0.103388263
0.08667786,0.076079819,0.078756237
0.181970526,0.163244254,0.162066185
0.134849214,0.122973207,0.118110527
0.080873969,0.073933885,0.072774999
0.087989335,0.079086066,0.070323071
0.102812351,0.093058713,0.092452529
0.106656023,0.094995957,0.090814948
0.117064181,0.104629045,0.102455781
0.093080801,0.082222468,0.078654521
0.13355131,0.121485497,0.109257104
0.123989291,0.115894804,0.112683177
0.132705652,0.126404151,0.114996386
0.110057291,0.10059675,0.097610384
0.098666062,0.094945281,0.093595951
0.092454194,0.087216164,0.084535504
0.070884689,0.063653094,0.069844933
0.045482791,0.043518615,0.045708632
0.061099752,0.057934741,0.059462355
0.085650615,0.07879634,0.081128667
0.090083001,0.083161014,0.083197441
0.1107869,0.096668817,0.09054566
0.103494755,0.093522991,0.086146511
0.03557128,0.03243899,0.032177859
0.025632414,0.023734561,0.024545965
0.018477658,0.018253268,0.02162181
0.03524871,0.02925849,0.032971538
0.077463467,0.063628126,0.060456105
0.045748191,0.039574994,0.039238072
0.049032213,0.043329207,0.052328963
0.107273998,0.100295807,0.09938663
0.104093622,0.097379301,0.100564865
0.093293482,0.080311466,0.072560677
0.130584325,0.124655445,0.115777921
0.029240084,0.021927254,0.02185588
0.024860434,0.019603866,0.018910839
0.021503358,0.018612588,0.018582903
0.05250825,0.049241119,0.048987936
0.05824431,0.053730063,0.056154393
0.031839137,0.031101854,0.031193004
0.040446708,0.039215026,0.040512916
0.04701198,0.043929952,0.044500664
0.045041367,0.039929849,0.039113553
0.073091714,0.066494501,0.069499988
0.016432593,0.013605331,0.012862609
0.019312252,0.015249847,0.014481167
0.021899647,0.018410805,0.017422463
0.128478027,0.110177103,0.100063619
0.097023716,0.083170547,0.077422339
0.093879501,0.084138536,0.082168132
0.088758052,0.08137651,0.088775068
0.113319376,0.103601429,0.098173067
0.123229639,0.109080425,0.097556924
0.261705055,0.226173203,0.174781902
0.256338154,0.243598601,0.221310623
0.269218521,0.255082722,0.218986584
0.073388062,0.069519309,0.067339584
0.061574768,0.055466499,0.055943443
0.019108053,0.017661116,0.017881205
0.030930671,0.026317034,0.028504067
0.045221885,0.038584509,0.038212043
0.057781942,0.050932223,0.053174681
0.085291638,0.075935928,0.077508545
0.04446011,0.039195182,0.039086329
0.071718282,0.053879637,0.051537194
0.1230648,0.114580809,0.109574026
0.100868432,0.096000121,0.094397691
0.092753869,0.082655008,0.083110144
0.06505714,0.062806009,0.067437417
0.054441179,0.051491878,0.057224502
0.085986961,0.077275574,0.073985495
0.084650296,0.077857125,0.079994383
0.134819052,0.117405001,0.114164467
0.099563453,0.093209612,0.093974503
0.076684752,0.071196806,0.076369123
0.096129272,0.088277123,0.086190258
0.126451108,0.113976465,0.103851765
0.08218377,0.075774712,0.079980832
0.108221551,0.100367364,0.098669958
0.111019995,0.103370185,0.09646244
0.094628909,0.087621887,0.089123009
0.086438511,0.079805467,0.083517831
0.128215253,0.111041339,0.106886862
0.141964609,0.132861872,0.116997404
0.076328053,0.072303995,0.076006349
0.09322241,0.084143361,0.08623099
0.080380782,0.072779969,0.076033996
0.102318231,0.093572231,0.093497265
0.109861897,0.099207388,0.096228365
0.097281567,0.086580748,0.083103362
0.129503235,0.117564569,0.109466883
0.080666528,0.076394723,0.080888616
0.095551346,0.087844688,0.087910318
0.118801251,0.107543991,0.102338021
0.11736258,0.107483108,0.108414884
0.135825615,0.121636596,0.1143548
0.12421436,0.109230896,0.108540518
0.11093651,0.101355464,0.101220721
0.12232562,0.114282978,0.110473169
0.095527472,0.090699918,0.090499327
0.085307885,0.079228573,0.08128295
0.111319746,0.105499766,0.102762369
0.096277798,0.088121356,0.089323999
0.075840144,0.068997933,0.066029084
0.151026192,0.141226327,0.127036279
0.066275348,0.061393304,0.062848599
0.128924684,0.117969574,0.11545124
0.100635805,0.094427133,0.091000912
0.097946561,0.090161796,0.088668418
0.11105833,0.104913337,0.100917072
0.116724773,0.10946967,0.10348582
0.104385712,0.096370059,0.09185499
0.136610093,0.125417598,0.120029936
0.12512646,0.116541113,0.110651593
0.116875148,0.106914117,0.105331017
0.095840929,0.088607084,0.091728907
0.130714704,0.121370084,0.118737803
0.107678014,0.099143912,0.098090463
0.065890931,0.062302275,0.06656935
0.136313671,0.120898723,0.119803388
0.088396134,0.077973895,0.079123424
0.164638662,0.15084125,0.133065499
0.129224999,0.123494447,0.120302125
0.102314257,0.096496657,0.095379888
0.130425346,0.121370998,0.109931251
0.129887516,0.122659008,0.117907738
0.175124691,0.158766319,0.160592308
0.065602407,0.057389626,0.057312022
0.175749699,0.15453033,0.130577806
0.167553608,0.154209458,0.147812248
0.086015306,0.080659718,0.078664005
0.092846972,0.084411364,0.080060569
0.113943764,0.100475018,0.103127388
0.130973215,0.117591361,0.116554441
0.132399427,0.11696779,0.109425155
0.075321648,0.06818289,0.074785581
0.121423546,0.110939593,0.121723855
0.132199381,0.126916602,0.125804238
0.078516996,0.070802501,0.067309945
0.097261009,0.083389376,0.086640758
0.088578768,0.082475619,0.10277821
0.096763262,0.091825031,0.091651505
0.076622938,0.073116249,0.075631613
0.04954263,0.039272558,0.036929087
0.115943953,0.112666617,0.104735091
0.140538701,0.128598731,0.132955102
0.271667374,0.258808779,0.230522305
0.152792452,0.13521397,0.119251642
0.242098266,0.217198677,0.189599805
0.197507052,0.171694308,0.161446395
0.301647916,0.268728726,0.226388079
0.189491658,0.173372486,0.159783666
0.233331191,0.188850697,0.148073627
0.096278704,0.088737262,0.093053891
0.134846969,0.118741991,0.11584499
0.242397346,0.225791901,0.190551674
0.185038065,0.174910901,0.162917482
0.206691104,0.188386432,0.155864297
0.208120386,0.179300282,0.148355844
0.193344647,0.176455422,0.158804894
0.20249216,0.184121792,0.174404373
0.130319268,0.121866565,0.124192609
0.198866473,0.169158197,0.152920917
0.136144896,0.130079251,0.136127069
0.119799574,0.11146895,0.109757972
0.090485152,0.083597835,0.075641272
0.070637634,0.064104234,0.065321815
0.082762945,0.074478505,0.070673118
0.058542654,0.054680782,0.054777614
0.042697738,0.038565404,0.039624165
0.051149811,0.044365673,0.050719967
0.081800554,0.077819076,0.070229275
0.049763775,0.045738435,0.050773074
0.109601551,0.097210693,0.086842978
0.048260642,0.043493117,0.044705152
0.036744315,0.033625622,0.033755103
0.055923673,0.05234101,0.054576995
0.045825792,0.041400559,0.042071021
0.056317238,0.054187778,0.05844506
0.073614293,0.071548659,0.069472099
0.063768934,0.064183477,0.067393908
0.078678548,0.073051479,0.069254499
0.054189626,0.055172371,0.059820204
0.055860509,0.055750495,0.059248498
0.054183377,0.049784806,0.053362082
0.026429631,0.024513822,0.027765122
0.063559459,0.059229788,0.058109127
0.069174144,0.063875465,0.061316749
0.063484622,0.05654348,0.063919668
0.08738968,0.0776015,0.071662731
0.081731315,0.07192792,0.083090434
0.084067095,0.074850053,0.086194494
0.072196554,0.068349634,0.082288457
0.107551201,0.09650632,0.102432904
0.074815316,0.071660165,0.075932263
0.058277378,0.054655433,0.069475778
0.126956074,0.114830076,0.111659139
0.111143648,0.099913728,0.098012432
0.069138111,0.06188926,0.059846204
0.073204583,0.060954146,0.056100677
0.078449528,0.064844924,0.065149298
0.075704027,0.068738447,0.064295069
0.095449653,0.080741524,0.077658359
0.161112168,0.132284753,0.110163367
0.104971476,0.087220669,0.080470452
0.099759217,0.084059956,0.079442043
0.087960454,0.075264835,0.077695838
0.097989502,0.079579458,0.071431905
0.07532218,0.067918609,0.065571641
0.080014906,0.066178259,0.063604541
0.142287909,0.118625679,0.106251476
0.083184507,0.074217123,0.066980914
0.089546893,0.073816305,0.068475522
0.095726314,0.085557284,0.0839724
0.076473762,0.069123762,0.064611168
0.079457198,0.069375226,0.071376769
0.191826343,0.162094642,0.13267075
0.091402316,0.074055001,0.068916815
0.066808329,0.058132476,0.057770114
0.088671563,0.071177345,0.065611753
0.089755337,0.082277949,0.078943766
0.092706563,0.086273714,0.082322739
0.079696627,0.071860868,0.07266153
0.089618964,0.083353892,0.079131709
0.111717981,0.094376488,0.097175911
0.173848547,0.154499472,0.141411598
0.139464098,0.123225571,0.12117688
0.101399253,0.086130791,0.081406877
0.069783865,0.063793123,0.066887729
0.084778807,0.075844944,0.074852689
0.228927066,0.197240352,0.165724567
0.059392552,0.054816981,0.060206588
0.112636362,0.099827903,0.090647942
0.130562312,0.117079634,0.115533634
0.119656732,0.10558608,0.107245094
0.194603092,0.165466371,0.161407345
0.157318597,0.141637084,0.128273663
0.13458166,0.124266984,0.111317751
0.102284721,0.092724322,0.093225588
0.086525598,0.078329243,0.070010496
0.215836939,0.190385332,0.170176316
0.114873419,0.104909876,0.111212318
0.133751084,0.119540791,0.11840952
0.158486156,0.145990375,0.157755258
0.171713745,0.161633042,0.160020548
0.165932253,0.151688462,0.145979655
0.145689309,0.13077138,0.133296944
0.084584819,0.07633043,0.073643962
0.093661186,0.081607574,0.078572607
0.08548911,0.080899757,0.085634376
0.085262827,0.075912975,0.077448482
0.085554179,0.076117573,0.077061155
0.137591019,0.125542159,0.111174439
0.147381142,0.12899047,0.13790143
0.093260738,0.085622375,0.086737872
0.06415871,0.059453696,0.065001075
0.060549063,0.055879522,0.063669948
0.069704463,0.064250295,0.067978376
0.086929966,0.081168628,0.087102706
0.052943595,0.047311156,0.052288723
0.066619059,0.062768844,0.068001388
0.134126906,0.11410659,0.104009668
0.095401253,0.085629857,0.088110182
0.064794234,0.059236248,0.063556479
0.088503046,0.079801328,0.090550114
0.057450348,0.052384634,0.055476821
0.065823847,0.059481276,0.064104298
0.16993709,0.149320823,0.13507366
0.117934864,0.108602896,0.105009671
0.043761169,0.040772123,0.0398055
0.077503762,0.075415184,0.078755137
0.069863955,0.063608372,0.060090136
0.058969237,0.056793936,0.058128415
0.131838351,0.114263565,0.097690127
0.1613798,0.136769865,0.119363516
0.090019527,0.080503815,0.077024202
0.105145017,0.095329243,0.096588892
0.129131305,0.11387777,0.108431944
0.059911767,0.053180591,0.051979507
0.055016215,0.049205719,0.049872304
0.106057382,0.093904635,0.086067671
0.094394712,0.089421231,0.091797906
0.10010918,0.092767946,0.091715075
0.10791587,0.100716439,0.094943008
0.08685304,0.078789531,0.079236064
0.099416449,0.089420502,0.087132885
0.130409081,0.113054588,0.112476025
0.08721053,0.081706483,0.085921732
0.100247837,0.085721295,0.079947594
0.057680973,0.054316999,0.055658891
0.100178128,0.089110093,0.094568122
0.240623436,0.210632928,0.188558298
0.126226841,0.115894926,0.109548536
0.114550078,0.100838105,0.094855688
0.060189516,0.055193958,0.054643983
0.125072865,0.111203387,0.106198087
0.078407158,0.074286293,0.071173099
0.090016016,0.08267201,0.076121482
0.131288251,0.114916436,0.108248543
0.084911278,0.076682396,0.077865573
0.083296496,0.075757254,0.072554919
0.093720054,0.083273169,0.087069037
0.104472624,0.098185051,0.09582123
0.141734803,0.133586232,0.135698161
0.128119362,0.119774354,0.116275182
0.172364631,0.141377402,0.112264185
0.106403737,0.090087594,0.081131762
0.094681722,0.085051905,0.083102754
0.115558487,0.102006527,0.098337487
0.059585194,0.059220274,0.0676146
0.056000289,0.052383447,0.056651114
0.060224354,0.055756277,0.05817049
0.065810913,0.056277279,0.048417185
0.078088017,0.071819908,0.070975832
0.134931493,0.121761262,0.121138244
0.116290526,0.105586867,0.105728336
0.124148713,0.112897562,0.117823149
0.069376763,0.066230945,0.067471577
0.13097068,0.116971697,0.114070776
0.147416881,0.131587514,0.120079813
0.143940994,0.131700328,0.126249977
0.07321891,0.063778552,0.059608058
0.082593764,0.069779543,0.060013525
0.063602492,0.057839696,0.05407774
0.075761441,0.066390248,0.059782657
0.13669357,0.12007616,0.108406183
0.066255551,0.062416445,0.068041068
0.064180571,0.058467933,0.056047807
0.075036508,0.068831493,0.06402629
0.070634184,0.066388178,0.064518219
0.091412798,0.084730947,0.079868076
0.052249311,0.049340228,0.04998606
0.037351414,0.033690014,0.03450629
0.114304421,0.110963274,0.108966214
