bilinear-0.6,bilinear-2.0,average-3,average-5,gaussian-3,gaussian-5,jpeg-55,jpeg-75,jpeg-95
0.2874980105822272,0.2703204889163696,0.28045184721008526,0.23337416100283911,0.27991513435506915,0.2693857381896184,0.28232434296359366,0.28398635341611406,0.2872853376002284
0.3520044709906181,0.3285890480721208,0.31683503768976046,0.26613447916813404,0.32374329244145966,0.3024103789065068,0.3175159320794247,0.3173338009169134,0.3181834337664107
0.2718188426055258,0.22532572008813564,0.2589659567316691,0.2152594271826728,0.2630735289618199,0.24615331076553068,0.2664711358439597,0.2681392753138558,0.2727018848999698
0.32512047309017256,0.29869852701059485,0.27405672948764687,0.22153530606077712,0.2743325062742716,0.25037154521213584,0.2706523147451978,0.27484864813689674,0.2947272442653863
0.32299570132633443,0.2817521788544624,0.2832181229718198,0.24462373561596232,0.28530004970481615,0.27213571459483415,0.2781306358373292,0.28075075474043293,0.28699524648478414
0.29980938760522663,0.2948263366061872,0.297267272814846,0.2535835070613026,0.297228537450908,0.28658617911249257,0.2979521124389491,0.299662917920682,0.304169823024108
0.24890149258506264,0.23569124650873718,0.21053837521245236,0.18613729890638223,0.21339927912897177,0.20212875929821578,0.217895832639482,0.21972722782260862,0.22340675977676372
0.3317671770028462,0.32322199000887664,0.31102161467723083,0.2642044693495292,0.31155286883182226,0.2998440120358622,0.30054229828190443,0.3021755583459648,0.30637813567025834
0.3242432649482355,0.2794597395142035,0.28390091023120395,0.22405270947438694,0.2914484156942477,0.262173639466294,0.29206275364481055,0.2891159327000651,0.29847643857654144
0.3020791398603717,0.2873601359530727,0.2708141645565003,0.22902449410918788,0.27366655877607043,0.25530139896135284,0.26796863572107266,0.2719927199896323,0.2810235339547878
0.31739462520391165,0.3284294396075703,0.32922293396717617,0.27889151962616043,0.33298826108516566,0.3161619298247617,0.3285858847500901,0.3265103571922373,0.32981635920573554
0.2776327106709308,0.2938532209372459,0.26915950183269993,0.21504839185764554,0.2704736524133228,0.24641036917560316,0.2629952880732927,0.2682076457924628,0.27578099792705496
0.28860682568046936,0.3064284861566769,0.29156138766729334,0.24726179052305625,0.2933088641887497,0.2821904539039472,0.2894599146520978,0.28819000297904873,0.2915034333528131
0.29120505545085534,0.3025139527049627,0.2833101274434037,0.24275492235799623,0.2869286796935076,0.27223693798421256,0.2840401755139612,0.2832562657900147,0.28758464870877753
0.4072345275065244,0.39284742930416383,0.3809623164621917,0.3255657808661857,0.3794363467755321,0.359287171206795,0.36449647879661506,0.35684105212332257,0.36986695480309456
0.3640166233003493,0.3614935613556276,0.351224633182361,0.2969833937232582,0.3567014850390493,0.33293853160572867,0.3413743781097919,0.3475090688810175,0.3542232705294551
0.2929283731600182,0.2726764311245919,0.27695341594167666,0.22524268719230803,0.28347258990127905,0.269065772045981,0.28068404787402235,0.2824153145812337,0.2895486119569607
0.33034198816612254,0.29547156687640186,0.2728820843868961,0.2354002474087033,0.2771528305650303,0.2663766476439095,0.2753349698358019,0.2798361576950074,0.2793993307449323
0.3190188190290057,0.296365942220851,0.28890562756606386,0.240211483205091,0.2943820997250776,0.27409030582131955,0.29585865636748737,0.29586309861913385,0.3067180051053141
0.2910418464233683,0.29142026532817467,0.2742664283478583,0.22606996884823632,0.27950725484661343,0.2595046865355318,0.2824762002592687,0.2804276281078643,0.29055405261752637
0.39915675151873886,0.4270846693396818,0.4298609540827153,0.3849897762283857,0.4184234946357121,0.4014633683687185,0.38368619012578237,0.3829828698211174,0.3859866518365042
0.25862174412921163,0.2571720210196071,0.23535979434336107,0.19593715599796738,0.23908254364809392,0.22565219317963145,0.2562163763704181,0.25496700569193037,0.25594215720935276
0.2957979367920896,0.30932279910000005,0.2927874588426695,0.27098125032546133,0.29351061740550016,0.2858808011001136,0.2852732095651962,0.2847561102589482,0.2917824452928909
0.24582197377575066,0.2598227419407945,0.23385737109517837,0.20066520449992203,0.23612362231142667,0.22742626756120357,0.24617759588265292,0.2496858704770877,0.2508338529574775
0.28821752480438284,0.27089867737586387,0.275850664384322,0.23971734963697666,0.2763803258165639,0.2645680508562771,0.26912729338907215,0.27063038540228024,0.2806153676395411
0.28717518235372713,0.28773473596919985,0.2752675813585537,0.23217645630457093,0.28048476747093004,0.2605277841742977,0.2850210154396652,0.28426530013456486,0.2887672924395723
0.30820433667694375,0.29516452509058666,0.2867041696018642,0.24435366755083918,0.28788900944784623,0.2728010251699725,0.28775007814846887,0.288626813494382,0.2956660794302027
0.4259912298063167,0.44651945816222577,0.40173445402093244,0.34435838868969754,0.3970924002547091,0.37476076536349995,0.3660326781379964,0.36767613211288197,0.38220293371750425
0.34048896567671694,0.31919620029788287,0.3177626798477057,0.2809307064723594,0.31728954487475297,0.3046928585434258,0.3116487698256599,0.31285005906998214,0.32188492071065133
0.29915902466381533,0.2879928638144232,0.27636607077503117,0.23721674044888488,0.27575868607788145,0.26444839148737276,0.27398358725385513,0.2754004731656242,0.28406710604080726
0.3597482082583144,0.3953750003872912,0.36802099989807996,0.3187451590180724,0.37385328834855325,0.3511284086179102,0.35939864966839036,0.35991325219508885,0.3684128578406058
0.3479925508430655,0.3377198652317905,0.3216966548305825,0.2653400308747474,0.32587957936116635,0.3061229609388175,0.3137928482533464,0.318573310791997,0.3217876605491928
0.2686939006336392,0.26026241726782506,0.24848355224426574,0.20497053836540816,0.25612239792999786,0.23401986188487114,0.26579591115808043,0.2631233714018971,0.2666665999698404
0.276811669422631,0.27003166193459555,0.2690124632537786,0.22936760744801082,0.2680829929431023,0.2578518645240053,0.26977932626745743,0.27402939566712803,0.2768549866276398
0.32635995570815507,0.30619673458359986,0.3225345133453269,0.26784019129913755,0.328038072145863,0.30892156815536964,0.3221710758547384,0.3200120757178026,0.3278323006162891
0.2925952177796485,0.2711388661913176,0.2702114076591115,0.22846034243753974,0.2745539442363333,0.26123552476776224,0.273675862052909,0.27184059275940864,0.27393582926253396
0.2536071847340922,0.24821378170421246,0.2435987441537225,0.20315190960694027,0.24524072083400605,0.23246663696557537,0.2516134148222343,0.25222458937938647,0.2573698683948067
0.29306567470564293,0.27395349302165056,0.29018239366946236,0.24261776426881834,0.2920252102013338,0.2749830052375174,0.28693969389597174,0.28812022987768543,0.2926366997168848
0.4221369471276845,0.38136905708884505,0.36951599989881007,0.29462140868451797,0.3799514768773375,0.3434209061509182,0.3886986222892016,0.3841230988312973,0.3995842649768387
0.3479152286284934,0.27407902788601973,0.2945547277358738,0.23546460068330885,0.3068017669423,0.27287219797507345,0.32063091726496246,0.3225303490341983,0.33033008403195246
