MF5-JPEG70,JPEG70
0.11287866726293704,0.054789697722199174
0.13973803329108428,0.07379637899399963
0.09727386741429911,0.05903898185624933
0.09018553609988204,0.058818133386438855
0.10028238064517762,0.05421052855608447
0.11017894819175905,0.05158340457893528
0.07277440356320168,0.04668848174889783
0.12052729525438245,0.06623966805814929
0.12476801343379755,0.07232697378756539
0.09512387036007848,0.054057643350190615
0.15753630149625808,0.0930694746595417
0.09894116801837988,0.05121055641071361
0.10843468193615163,0.0647468902045206
0.09991035073947786,0.049915968832434765
0.19124428472778604,0.1286446336134117
0.1675698643291424,0.10128514216641668
0.10790453331202284,0.04952523824842347
0.11460290417134457,0.04837343222863849
0.12919026374125997,0.06981843541003564
0.1098623062960661,0.06795261016786215
0.17342402345625324,0.09925533713349083
0.08394953740561888,0.030349558032452848
0.10359663597362562,0.05008583209459061
0.0785969928312837,0.031332824342928216
0.11765768975592546,0.05787541805771387
0.12116264955868664,0.057021277327280254
0.11648530584116137,0.06653532647850924
0.18193807908265536,0.11082936661603365
0.11875485603121763,0.0630763304129271
0.09262508323286005,0.04822867598219276
0.131021831440789,0.0894047992213838
0.1318100901872391,0.07084577474702508
0.10807491100077649,0.059303943321089424
0.09203065283040673,0.04239718143257968
0.13429511554116155,0.07974601033017345
0.10779745129511625,0.04198213773908315
0.07926639838108966,0.034783976930553254
0.11031353785862716,0.06553299375721933
0.20412515759331235,0.15121078576324054
0.16680609650639192,0.1347020320533082
0.13828915770628666,0.10182664494111349
0.11967171737093985,0.08172079256780614
0.12808479594521932,0.07619140894463491
0.16825858114724251,0.12845977898739974
0.13522189142814367,0.09341848618690345
0.10263550792428239,0.06471213697264874
0.2551515607241986,0.2088031612051064
0.1261250731454169,0.0900711611197741
0.11771079782076607,0.09227050252542104
0.12368805051068314,0.08072811881460355
0.20357136627320208,0.17135898387242882
0.21132274451391259,0.16399827850251839
0.22405689179889943,0.17748883037069416
0.2064811838815631,0.16216973774181392
0.11157707621485871,0.08011456801122582
0.15246016077775362,0.11376305274360278
0.1463322808555924,0.10475042302978109
0.16936527621200087,0.1409184959949236
0.12889929796800575,0.0902937101476554
0.170689485641856,0.10129768421699545
0.13780821915619343,0.07588614494689629
0.12391737843055058,0.07923269026976984
0.18399923113787683,0.12424907860327594
0.1387250286594845,0.08386596479710658
0.1413321642325348,0.10171333786200146
0.12125289081618841,0.09431036080395458
0.14843568757463674,0.09472561367439555
0.12005855426507021,0.052815311794448025
0.09535392512938094,0.06621562038994833
0.1606533873274405,0.09532671188268659
0.1919521065429211,0.14567726804727704
0.18281751390712464,0.1366703103781913
0.17912177564197318,0.12570143588549962
0.1612404828612492,0.13809370765819426
0.11855090027337264,0.06367794886490173
0.18402076184672028,0.14160794935304252
0.1643873017151671,0.10787891248684914
0.07520805225056258,0.03261637521286643
0.11792041659940916,0.05983560791420422
0.07651095323328626,0.04535117537587346
0.13718957237395948,0.10768756949355923
0.10479090658895722,0.05701601881637066
0.12291011214651469,0.07124110221627838
0.08468719534046266,0.03191161375633464
0.08143320959816058,0.0337980931142135
0.08914828868428458,0.03111321496325131
0.09161510315347297,0.04949239853961837
0.08978430071747155,0.04264606119096938
0.10686603340693437,0.052095445161966354
0.12523392553479826,0.06904351718780542
0.11013639864122278,0.039315325417862236
0.14361058190394194,0.07046898148611896
0.09583906633986748,0.04672305865241941
0.08538769769036393,0.05047349020109743
0.08180959294128232,0.03302376660058519
0.074890044598179,0.034766723784169035
0.08700257889400174,0.03960019666694379
0.11122493570320377,0.05229812618201201
0.09724996340851566,0.04184520219903636
0.10752031586657507,0.05065321544704902
0.162760113200355,0.07249395179927871
0.10495928998627305,0.0770060261177748
0.188192706938576,0.08623253429104237
0.1675547941541631,0.08078155047555002
0.16242232636539491,0.08319740360229443
0.13350491405770548,0.07733945033315376
0.11611621675030204,0.06598629786423256
0.14972659399580446,0.08387670308146607
0.15140677742840952,0.08927834709437267
0.1287905209675064,0.07196485771398665
0.13208299423420838,0.06303860856886759
0.15499146187976648,0.07965409431079763
0.11903361095811833,0.06150203265401882
0.1564051690220071,0.09855546154044634
0.14297551076924062,0.08353686910414106
0.15171552474727729,0.08581078994938583
0.1515850186484079,0.0837554148464716
0.10802820357012703,0.05422951838504835
0.14636422733940843,0.08137745302423395
0.09841296442575631,0.05082881848342847
0.18560469029997795,0.10890553127215132
0.15192405086315175,0.09336366774635094
0.15001390705476028,0.09359778233920733
0.17358715607241043,0.09829713245880296
0.18664223920536843,0.11057140965888425
0.1396806339075833,0.09726070756237316
0.16680925283861675,0.11645410207300903
0.15988549957855752,0.07865348997313695
0.15145412224476648,0.07994886808363666
0.1369284704832772,0.06850984375954
0.1766373722663856,0.08297987677603698
0.10067326349192873,0.04774908152010586
0.08893938380019387,0.04954734728645387
0.0895325485750379,0.04024010268492684
0.1018648527343115,0.044722060588620015
0.12061062122149457,0.062387504926230616
0.1425212495645059,0.06091176074900702
0.13567619788551744,0.06738152559644121
0.10973782790678983,0.05624889482679637
0.12238636978739728,0.0771486051634439
0.10974709050205998,0.051114991017383815
0.0879172653279233,0.03801262695463884
0.13117254220776037,0.06283030047673263
0.15195652889538033,0.0806399834239513
0.17131948139906986,0.09569587093483314
0.24511807408103636,0.1910586232012064
0.15881233076436643,0.09255946352538243
0.15985111858223003,0.07174779860001382
0.1479145314548168,0.07503566047928535
0.14398900294092543,0.07340737584389401
0.12928951139859562,0.06162794968663138
0.14406686065526172,0.07068611358214175
0.13015504282711107,0.06818541912880892
0.13532106797726054,0.07457340647259722
0.18158814591062,0.07646003627881084
0.1544078400113389,0.07031125770490297
0.1292354068261936,0.06209599886403006
0.11221887998865267,0.05801357699806828
0.13341223365753946,0.06508849590971443
0.09551853648333479,0.04933223493134975
0.08232856896067911,0.03915234305670272
0.11686855229579558,0.05154714699387085
0.10499809835360134,0.05401676694976008
0.10199105267773667,0.04893964435579566
0.1094976561036082,0.05344626239557055
0.10469760259856392,0.049660723023470014
0.15652846129756584,0.08938094059648907
0.13062130232739994,0.07900709739998174
0.13862671054402065,0.08093194704336222
0.18095083016132113,0.08943480927490446
0.15326375629739153,0.07785030799544032
0.17545522492744692,0.09819771544731896
0.1475799446024234,0.08816965825399704
0.09683567890109662,0.04689356236459767
0.13266227666981745,0.06301144259024921
0.15314688830147472,0.1033057146514435
0.13371685710367773,0.06786423726088447
0.09592444819541643,0.04777209304634108
0.10375283481058939,0.04434029945318642
0.1518639264321359,0.095480493966821
0.14835229279024212,0.08925281280823426
0.14061319278393788,0.06920356902657895
0.1483267336112185,0.0667526943675379
0.11803896086818108,0.05769817257270573
0.17466711190793074,0.10337309756852864
0.14988833063986684,0.10018375392529043
0.13686208470452757,0.07189828369758812
0.10750308547484694,0.049252343210764805
