bilinear-0.6,bilinear-2.0,average-3,average-5,gaussian-3,gaussian-5,jpeg-55,jpeg-75,jpeg-95
0.1328598024068462,0.17297796612127245,0.12912832766577573,0.12450341321010755,0.1711854450500379,0.14831192618947214,0.11452404046768516,0.11433754229111523,0.11835727203178989
0.1943068549463215,0.26163340139455554,0.1713157697510988,0.16425368514475538,0.21011697701008933,0.18514920824061856,0.14753275877408042,0.14014976441385507,0.14738402803668915
0.13021331080313692,0.16512931091292024,0.11964830671852668,0.10545734063665238,0.15850122412623777,0.1304579325305458,0.0968192676992832,0.09924170809902752,0.1139672803304589
0.19272238262946711,0.20035349067768418,0.14132942754044256,0.11113448713909072,0.16937113882020638,0.1359486883585563,0.09351898737458476,0.09167773565810731,0.10579966138898314
0.14745608342654468,0.19197043113906698,0.13138310952669233,0.11976672387588531,0.16961301140265425,0.14403069286683065,0.10347291153453549,0.09907596529298676,0.11263961145492146
0.1311067764382623,0.193777033582388,0.13710922747163498,0.13448941101321368,0.18349405137588,0.16144412841047956,0.11284106941433406,0.11034028070682468,0.11890901957273271
0.09071911466868082,0.1496199576403712,0.08532226148177864,0.08010885889147878,0.11732026184751908,0.09953177099410285,0.0708475923124606,0.07355620928823123,0.08555490683390686
0.16527204840790943,0.25801801297129756,0.15095865572236677,0.141115249405627,0.19488817434876257,0.16628530029163027,0.12406927805993344,0.12352606967531841,0.1335241920033079
0.20199225099084542,0.21333152262413402,0.15466525030339281,0.12695739520789578,0.17710282096570606,0.14486926376410814,0.12723937566567717,0.1259909980492547,0.14231611597636884
0.1501690298356798,0.1917635660703261,0.12761982918212164,0.11535999233314861,0.16523423162122539,0.13932919642205888,0.097592226586798,0.09789961236306591,0.10823503745538042
0.16633752749304775,0.28367673852833275,0.18103532758254406,0.17577896967572507,0.2171282666170856,0.19366131071360643,0.1620820239401796,0.15838524582011224,0.1659650277219538
0.1492084692507887,0.17033722990815034,0.12127230312167736,0.10268827558026396,0.1420261433213106,0.11685670347120695,0.0995781007947018,0.09958198141087529,0.10909647481163874
0.14344936937109015,0.21665073232819854,0.13229492381201674,0.12472166429564142,0.17299028528609503,0.14652850706064363,0.11270093400523724,0.10851957410739756,0.12119946560738758
0.13400276548438916,0.21107265764373712,0.1341082100807498,0.12166315665563543,0.17239678635637545,0.1463326854008446,0.10249620476292322,0.10114022178032032,0.11617546694234754
