median-3,median-5,median-7,median-9
0.273262393,0.27237501,0.243864589,0.220943755
0.366051565,0.36352566,0.330732068,0.310934871
0.459581896,0.478965506,0.478836513,0.476422542
0.440918864,0.458718075,0.453725426,0.441922308
0.440328987,0.448787786,0.431612638,0.423429211
0.4645557,0.50403277,0.519920695,0.524635878
0.422197933,0.425921656,0.407165528,0.357309993
0.30707586,0.296736203,0.291577445,0.264336672
0.419491895,0.408029115,0.40864462,0.376558722
0.407874145,0.420184895,0.392581219,0.392483724
0.324658998,0.325678039,0.307799987,0.303995716
0.430908683,0.421223553,0.3569242,0.359090021
0.456852219,0.504561532,0.514575681,0.523325658
0.235042882,0.239093957,0.231373379,0.226608209
0.453352684,0.481901911,0.510592836,0.458391979
0.225250212,0.230002943,0.206140766,0.204782651
0.429752279,0.39846117,0.390311083,0.360696423
0.3396582,0.372090594,0.369481296,0.357445152
0.321729916,0.353372185,0.346007931,0.320991343
0.376879294,0.401961441,0.403207956,0.382723247
0.44301025,0.413731881,0.387156781,0.34650993
0.394090806,0.388112087,0.353572756,0.322351076
0.427397979,0.445309291,0.426919213,0.416883121
0.37406632,0.397214528,0.38289421,0.364366753
0.391120621,0.424407963,0.41508098,0.409608139
0.408082768,0.408612085,0.365200389,0.341208987
0.410830701,0.42880408,0.326411524,0.315444632
0.378345632,0.416638661,0.427163651,0.430832738
0.372966552,0.390303391,0.393705829,0.383346644
0.391802812,0.404787058,0.365811799,0.355186915
0.371279706,0.393110506,0.39465973,0.393319446
0.291422166,0.30042065,0.289141428,0.275565948
0.361648331,0.38532003,0.374628322,0.369642333
0.4569325,0.508018768,0.524028667,0.54207285
0.465634201,0.503552746,0.50929921,0.510602879
0.459823681,0.487095932,0.496871386,0.50959577
0.312366207,0.358429274,0.350570417,0.318956127
0.419862287,0.504233776,0.568773998,0.543040933
0.439802661,0.483189135,0.501971938,0.514916542
0.359112024,0.402784017,0.420535953,0.391123987
0.311586453,0.30062923,0.286294791,0.262182193
0.321292289,0.316610156,0.290132975,0.268722655
0.318387885,0.306950346,0.284614234,0.264033819
0.435821163,0.439811158,0.443861413,0.426177734
0.325195595,0.372938708,0.399428083,0.40691197
0.386421913,0.408102374,0.398861043,0.387288579
0.358038649,0.362610543,0.362093173,0.346070845
0.271733818,0.269454938,0.244868239,0.219828145
0.285957503,0.279042057,0.261309931,0.231337524
0.408425382,0.428082169,0.421846051,0.402366568
0.415107934,0.430781317,0.411471515,0.396371514
0.412347695,0.419478901,0.432420695,0.434488676
0.402051888,0.422003718,0.434776234,0.428410886
0.467111824,0.471038272,0.452203437,0.431308739
0.456560613,0.458409713,0.454337347,0.436389218
0.378237663,0.39039965,0.380174552,0.365863745
0.364914467,0.368028791,0.362320371,0.339134332
0.31320671,0.300164557,0.283382373,0.260971634
0.306166122,0.303834646,0.285654718,0.265684535
0.32071431,0.325047718,0.316309013,0.293314263
0.381329364,0.387425957,0.3778154,0.345857538
0.331807884,0.301818622,0.292621757,0.266434648
0.316355324,0.328415826,0.314573801,0.293508997
0.392316796,0.396440146,0.376076655,0.355665649
0.324177286,0.323977128,0.310068401,0.296072921
0.409623445,0.413020639,0.406134096,0.394344071
0.387720019,0.399053768,0.386261498,0.363553279
0.366955113,0.367002105,0.360107195,0.346491723
0.423514375,0.440489414,0.448917974,0.423439479
0.372672714,0.368501863,0.342308691,0.314990395
0.40410226,0.393254809,0.36391165,0.325488281
0.347273416,0.374608119,0.369416143,0.347954864
0.346173897,0.324239087,0.301518852,0.283170286
0.355556208,0.350482637,0.33034352,0.313162701
0.427082369,0.435321872,0.424623958,0.415031598
0.388468172,0.391074635,0.3766404,0.365920086
0.364868473,0.360377724,0.338255504,0.314093248
0.369879213,0.383733015,0.364309775,0.348435293
0.35758772,0.343396971,0.312881074,0.281219452
0.331114959,0.339825966,0.317088243,0.29213112
0.333819816,0.319159522,0.291361178,0.262539512
0.33351843,0.331001562,0.306766356,0.270394504
0.308243722,0.291497157,0.261845137,0.235021685
0.287978809,0.287735223,0.276629622,0.263049766
0.290012975,0.287512286,0.264616814,0.244242993
0.217768694,0.214741423,0.195093526,0.181326306
0.309694929,0.337292276,0.327626261,0.304582897
0.326877688,0.327558551,0.313601664,0.288710355
0.453296595,0.485168648,0.487326729,0.468036704
0.34938538,0.356846124,0.335593118,0.313259554
0.318350569,0.316403128,0.300894662,0.273907283
0.335206583,0.349375575,0.333572503,0.313189674
0.322559664,0.320500944,0.291520496,0.268343766
0.336899426,0.339986105,0.326355465,0.309827946
0.376164848,0.368177586,0.354297753,0.334560117
0.372455835,0.379731619,0.361708614,0.345100029
0.425831951,0.432939443,0.403642756,0.389972178
0.301457113,0.297948624,0.279384797,0.254490267
0.313663725,0.330151231,0.317711802,0.293539522
0.288293788,0.282807781,0.258121747,0.235359892
0.270594385,0.261635568,0.236194028,0.211768755
0.342032939,0.335405076,0.32220727,0.299245724
0.38486958,0.377703622,0.36560783,0.345156773
0.394287893,0.392265708,0.38554446,0.373723915
0.311755312,0.305880847,0.284070169,0.261177738
0.283600343,0.276412357,0.256557368,0.234215293
0.327156339,0.328491038,0.315145207,0.293822318
0.353327812,0.356924636,0.333646231,0.307909946
0.300289457,0.286170325,0.269081995,0.245986832
0.28857448,0.287413665,0.278369361,0.256248962
0.33613792,0.334527432,0.315842741,0.298360814
0.419299803,0.433984568,0.425737104,0.408109663
0.268362343,0.259753372,0.245832856,0.225289107
0.295881908,0.289819885,0.263359671,0.237293505
0.315173583,0.295643445,0.272217018,0.245165283
0.301808691,0.308307144,0.306257886,0.292376773
0.346831843,0.352506738,0.341749192,0.339282151
0.299866913,0.295473266,0.267080654,0.238938221
0.416932254,0.420113055,0.38661689,0.35394701
0.373593387,0.374083583,0.360111644,0.349250089
0.298245003,0.290614138,0.26442017,0.237043283
0.295772739,0.292216861,0.265995077,0.251010787
0.293690682,0.290501225,0.264773385,0.244192143
0.309155726,0.302700166,0.270802577,0.237411749
0.297426295,0.29175302,0.264184575,0.241273135
0.255540034,0.263269006,0.244147263,0.218323523
0.345044284,0.341913397,0.333356814,0.315192296
0.31918914,0.309573048,0.288081204,0.261789435
0.304061324,0.302727534,0.282447573,0.254121313
0.311783633,0.298965724,0.269170487,0.237572962
0.356062609,0.352728101,0.329686209,0.301486379
0.333972711,0.326790842,0.307655057,0.288479775
0.358880825,0.355289053,0.346445387,0.330144884
0.402451351,0.409560592,0.397075331,0.381012637
0.414078314,0.434913304,0.429868297,0.413403877
0.436206578,0.446178173,0.457092365,0.450227315
0.329495631,0.314616128,0.29348399,0.268466603
0.336364321,0.333566219,0.31165248,0.286104747
0.33538379,0.346003938,0.329903728,0.311689754
0.418830553,0.417517595,0.40276504,0.381910191
0.291252084,0.293978069,0.280002902,0.265579706
0.347850007,0.347207734,0.327285179,0.30496233
0.343491216,0.341302193,0.321656543,0.304643767
0.380022615,0.380719363,0.36339602,0.351300062
0.393826225,0.405426238,0.397725609,0.374881404
0.384308172,0.366050383,0.352366833,0.317797208
0.291451299,0.30550897,0.303114455,0.288609337
0.29921325,0.293950196,0.276342621,0.248034297
0.248025571,0.241948012,0.210970352,0.197303459
0.300133915,0.301804298,0.283126964,0.26219141
0.287347021,0.310203377,0.313245461,0.304997098
0.359836608,0.372694174,0.364972469,0.345943024
0.392846598,0.386676106,0.365328172,0.340324204
0.368199113,0.37728565,0.369822898,0.358800398
0.343617956,0.365127551,0.361984934,0.35560111
0.384452631,0.393862087,0.355754476,0.330908071
0.311962798,0.32385256,0.303465009,0.283069609
0.328615877,0.337784939,0.323123173,0.304192787
0.304860502,0.304127368,0.303211867,0.299129542
0.301155266,0.304033492,0.304018709,0.296841474
0.312849289,0.318767564,0.296671154,0.280591287
0.298703445,0.306056725,0.286652158,0.261749247
0.330360052,0.316554292,0.293060238,0.267976006
0.337700984,0.335996615,0.334200399,0.29284978
0.385883973,0.404567609,0.389527187,0.381574158
0.394915543,0.408375073,0.439392281,0.447856673
0.340043976,0.349282276,0.311028105,0.306088178
0.344803523,0.326918897,0.316360243,0.299033004
0.367545432,0.359487599,0.35154505,0.322400031
0.359567632,0.389174339,0.347813442,0.307248391
0.343237378,0.313016831,0.305835462,0.286194311
0.386167656,0.398606406,0.395169648,0.389206527
0.344834812,0.353573642,0.321552616,0.291244267
0.362688234,0.358391382,0.338517788,0.325019653
0.359279362,0.387953525,0.371173384,0.362176644
0.352768359,0.348176242,0.319712479,0.295338517
0.384258806,0.396163528,0.398316458,0.389167882
0.335999728,0.344331699,0.327517295,0.353804672
0.281291448,0.322390003,0.317509888,0.253408195
0.336949826,0.329890605,0.310279382,0.286348145
0.342088952,0.361653471,0.350966278,0.242684343
0.333150478,0.332107038,0.313253406,0.287856852
0.3223274,0.326240689,0.307197419,0.278971028
0.360071442,0.361026264,0.32574874,0.325985775
0.280308972,0.297236564,0.264113438,0.238146814
0.291761834,0.279618862,0.252664745,0.223769957
0.274824075,0.261922437,0.243546317,0.218245841
0.304871135,0.291037039,0.257265363,0.221511963
0.330362077,0.328071124,0.27303989,0.2425705
0.301154353,0.262508023,0.236718909,0.21266505
0.279414025,0.268358763,0.248495448,0.23068618
0.318541093,0.312581932,0.314644722,0.30465419
0.374083004,0.393705124,0.378504468,0.371039201
0.415988999,0.447794991,0.439251417,0.418474875
0.35112754,0.34929551,0.334793517,0.310697228
0.30643128,0.297111688,0.290234171,0.289726421
0.349588892,0.341605102,0.327133383,0.30379958
0.384771888,0.390555528,0.387178959,0.382675183
0.332379498,0.335669423,0.282857822,0.270959791
0.381475933,0.370230146,0.360982851,0.356025873
0.358447528,0.325673691,0.300855287,0.281563182
0.330832339,0.334713734,0.298907249,0.278855559
0.339731794,0.325851302,0.293056815,0.272371453
0.402963424,0.415616072,0.401089572,0.392668829
0.321360341,0.34054024,0.30947001,0.278809617
0.355656431,0.346684353,0.326870116,0.291967138
0.326137857,0.340567319,0.312272421,0.294211158
0.316075464,0.331930189,0.332742898,0.293496315
0.334057876,0.343368151,0.32106484,0.301781492
0.350300696,0.356718114,0.33123402,0.315682739
0.372024964,0.390128204,0.375331484,0.348447903
0.403183136,0.401474433,0.38603167,0.369510617
0.410035982,0.478355165,0.444912913,0.476766142
0.416588523,0.463069375,0.444846141,0.479967793
0.416788718,0.487575924,0.458547178,0.478877974
0.391881056,0.437700479,0.417815844,0.444251686
0.396362336,0.458885361,0.420573377,0.430726126
0.269552262,0.244006422,0.208072162,0.180730651
0.3543281,0.358723174,0.332567666,0.306623424
0.368736183,0.376215033,0.359777542,0.330016303
0.308599356,0.317335949,0.299247849,0.276288421
0.320584728,0.330769847,0.299155066,0.268883647
0.410445405,0.426595705,0.424640395,0.42339612
0.398961137,0.4276965,0.436621706,0.431305338
0.391548453,0.400555269,0.396355123,0.388870425
0.318328199,0.343861413,0.357526442,0.355937128
0.414903624,0.450874945,0.451388637,0.44931607
0.383639032,0.388948388,0.375842254,0.364036699
0.389261925,0.412814773,0.400713684,0.393342168
0.35253426,0.360352319,0.359229082,0.329471924
0.379253094,0.393712783,0.382284973,0.376028181
0.312117363,0.317592765,0.305077415,0.285102988
0.31182223,0.317575001,0.304770475,0.295512575
0.311226654,0.310354666,0.297706252,0.284076939
0.3305096,0.340978362,0.332308438,0.323890748
0.383881101,0.377890304,0.359771356,0.340020421
0.358428308,0.351766679,0.326065286,0.311934954
0.341129822,0.325209395,0.29802286,0.2787057
0.364471393,0.348957942,0.323187893,0.295155196
0.374698516,0.354695334,0.342755125,0.323360716
0.409237703,0.377941759,0.370464062,0.351172335
0.273623046,0.285905508,0.26788923,0.245492899
0.285566753,0.289030444,0.275728225,0.247507106
0.303953734,0.313132745,0.293399989,0.270049286
0.282084926,0.297197202,0.285240493,0.272062252
0.269891972,0.29913281,0.29348427,0.272981518
0.38562802,0.355716958,0.336492678,0.30858471
0.401753392,0.362111307,0.339450688,0.314334673
0.346373184,0.318110898,0.305002377,0.280606586
0.318592238,0.312356973,0.2971677,0.27207653
0.300911967,0.3123984,0.307104421,0.295060314
0.313405744,0.338826401,0.343309708,0.323723114
0.315991447,0.334921701,0.327843974,0.30849103
0.293849016,0.309132202,0.303558677,0.283784736
0.284176966,0.276376998,0.26500636,0.253007836
0.320083171,0.318878921,0.306867095,0.287867335
0.275871047,0.281094478,0.267343262,0.252883178
0.292056809,0.311198348,0.307250893,0.293818452
0.305963754,0.332608046,0.335971341,0.316120388
0.223900498,0.23381858,0.235856755,0.229085418
0.309070622,0.32144949,0.316031926,0.297516127
0.433802958,0.301977761,0.327280494,0.274598622
0.407549857,0.302612593,0.294750397,0.275127348
0.418019197,0.308258393,0.334105881,0.279960143
0.393188422,0.31700412,0.322218191,0.291881875
0.32224952,0.300605292,0.287446599,0.26865436
0.385522427,0.25296048,0.273879482,0.218500939
0.434218812,0.314796442,0.352525122,0.298088747
0.375940543,0.340056575,0.265646654,0.264941243
0.423658827,0.290966765,0.32430461,0.261274296
0.373501359,0.330058474,0.299469853,0.280188994
0.390696355,0.332097794,0.290697778,0.270405116
0.334118589,0.286940745,0.263967464,0.244166615
0.379151947,0.351355628,0.301195505,0.284175966
0.372356036,0.326076212,0.29849083,0.264355756
0.333885906,0.312207875,0.278974755,0.261225052
0.364210545,0.366265708,0.342107672,0.338786586
0.292590189,0.315006279,0.314019977,0.298473571
0.325083084,0.318069192,0.321407479,0.321116011
0.329743094,0.317063189,0.296417755,0.276716734
0.336339473,0.339208899,0.326288424,0.304908187
0.324049652,0.313488063,0.294146014,0.280273847
0.296204975,0.29168085,0.287550136,0.284438189
0.315114995,0.306898735,0.300727331,0.286024416
0.199679743,0.207416746,0.191468056,0.195084751
0.369987059,0.38423055,0.375848777,0.360103357
0.304639296,0.310005439,0.313340121,0.298676586
0.344040724,0.364170568,0.341039556,0.319881908
0.311997242,0.324005932,0.311449728,0.293538115
0.347197666,0.355069396,0.348957046,0.333493973
0.327364415,0.330499143,0.322956305,0.30678977
0.253789212,0.271387478,0.263972647,0.249225575
0.32502527,0.313728246,0.294132133,0.269774499
0.344847427,0.293748668,0.286948886,0.26956114
0.400287264,0.31401516,0.289415991,0.268997435
0.386301252,0.319644579,0.269629274,0.25582773
0.275734069,0.265803973,0.242861563,0.224648444
0.31822828,0.295902087,0.253660191,0.227940348
0.298454375,0.298019447,0.260260528,0.231009704
0.406716386,0.411278797,0.240725619,0.30305202
0.440389564,0.300081555,0.293039067,0.251651314
0.408267022,0.290639824,0.302704429,0.256782453
0.320870937,0.296728953,0.269399064,0.242089411
0.300499072,0.274163654,0.245773864,0.223135325
0.284083746,0.275362181,0.248990085,0.221090793
0.324969524,0.308987748,0.28626903,0.271246749
0.293067338,0.282336523,0.262278667,0.244392879
0.338366057,0.317055572,0.298633605,0.273360234
0.334474892,0.303635555,0.27775124,0.257704487
0.276821794,0.262815089,0.237692174,0.210593999
0.314918424,0.291682097,0.257601499,0.226677573
0.362665014,0.355747449,0.330885852,0.293807916
0.372771914,0.39321747,0.378050708,0.344734426
0.42341066,0.444197028,0.430687468,0.430803677
0.343054016,0.315673821,0.282558251,0.254729413
0.324740813,0.31424187,0.298851943,0.277060108
0.325695395,0.315666602,0.304042217,0.285624862
0.346977857,0.350919096,0.332135921,0.305656373
0.334308455,0.329180961,0.32371827,0.2896508
0.351847923,0.340416608,0.318736947,0.307542044
0.379707268,0.394543484,0.385707944,0.372550716
0.339518246,0.352897798,0.342116221,0.322243742
0.354856509,0.347071893,0.328332802,0.312651807
0.367289887,0.368126915,0.346690804,0.328121341
0.351113395,0.373569625,0.362264779,0.349556057
0.319248658,0.335389935,0.325980714,0.309271776
0.270694044,0.282515041,0.265627453,0.241471013
0.333905184,0.31823667,0.295710637,0.274742433
0.358083938,0.353848157,0.332540014,0.305690593
0.265879848,0.263179818,0.253322261,0.23971219
0.378508554,0.382571729,0.366998933,0.369573055
0.38204145,0.412039538,0.410705092,0.400786138
0.355616181,0.352134879,0.33862145,0.324420294
0.329086872,0.33505583,0.330805951,0.303461833
0.325939031,0.353154184,0.357140041,0.324435354
0.288449355,0.29542763,0.263725225,0.239990886
0.350526838,0.370589584,0.335758954,0.304996379
0.40589449,0.418336548,0.418444693,0.422291976
0.383772215,0.380436942,0.373043269,0.362767027
0.347093427,0.361036671,0.337372689,0.324220899
0.323252587,0.308963519,0.278262047,0.245764918
0.377052479,0.370114765,0.368318713,0.33977272
0.352885512,0.345687299,0.328261238,0.297056335
0.362303259,0.361575565,0.340712647,0.314872804
0.333862008,0.347080831,0.330261279,0.317945706
0.37528441,0.394156283,0.38945585,0.365589791
0.337208604,0.355046597,0.347918142,0.306684641
0.348940597,0.342432045,0.322315522,0.30815668
0.373534934,0.397050017,0.377216548,0.353313676
0.333479079,0.337617437,0.313778851,0.29032908
0.368018384,0.378512782,0.348656286,0.31028787
0.338552167,0.326137719,0.308299286,0.287139199
0.366660519,0.366670564,0.347715749,0.33804854
0.330204472,0.329678961,0.307810077,0.289322307
0.34799633,0.359583022,0.349333183,0.327441098
0.38430118,0.384240718,0.368509569,0.344125622
0.396579592,0.428743074,0.407173583,0.402256965
0.408452939,0.415468383,0.410767386,0.390407144
0.409023862,0.429761403,0.418643695,0.424352834
0.3835629,0.411796135,0.414420998,0.408821117
0.310911073,0.321714309,0.321781181,0.305951191
0.321640086,0.320003942,0.300650914,0.270693493
0.343683663,0.338260772,0.315634335,0.282984116
0.286145476,0.278021253,0.276226228,0.274585063
0.317301549,0.319581412,0.306085792,0.290736329
0.363166954,0.373448731,0.36397219,0.338475567
0.364423385,0.381589399,0.359721327,0.333280246
0.314730368,0.321594711,0.306940427,0.287557236
0.31910924,0.314152069,0.295787677,0.28486249
0.340659566,0.334537961,0.308817517,0.296097734
0.350652331,0.348613449,0.349779904,0.309599774
0.40971524,0.456749932,0.418951722,0.429466351
0.392308214,0.42007137,0.502295353,0.557222057
0.340155002,0.352965417,0.363959567,0.337945017
0.393284131,0.393095406,0.3880592,0.381605097
0.370189517,0.382330388,0.378446405,0.38795085
0.397275786,0.417804049,0.404176744,0.390347825
0.392519664,0.439664713,0.405686899,0.377016505
0.385406256,0.388720482,0.384055846,0.372918926
0.310618428,0.311761216,0.289950814,0.27581069
0.324723608,0.32481452,0.317763327,0.326020636
0.33830273,0.343342904,0.332909097,0.310913132
0.286226986,0.256347731,0.22133679,0.192869114
0.424281763,0.417014478,0.416762684,0.434324725
0.399109168,0.418312719,0.403357508,0.426465497
0.347400081,0.395670137,0.41303575,0.420078016
0.390989337,0.421939209,0.434789308,0.451223388
0.318147657,0.325134791,0.311277106,0.301244518
0.324526437,0.319642781,0.285259921,0.259449194
0.420046309,0.410937406,0.398427018,0.377688856
0.384330601,0.396637227,0.38248212,0.350982943
0.392804414,0.426871739,0.398041112,0.374526653
0.341582842,0.345301112,0.315390178,0.292794307
0.392520419,0.382211204,0.370521805,0.356598214
0.404414288,0.401467294,0.382222318,0.365306529
0.360135695,0.362895101,0.34859968,0.33824634
0.300263702,0.302924028,0.290708279,0.268229658
0.356455481,0.366088374,0.360723311,0.346103194
0.391903258,0.401773731,0.38518805,0.364305248
0.299664852,0.273553395,0.224963262,0.201914981
0.280767731,0.254843878,0.222958703,0.199930814
0.389146498,0.408686901,0.406291759,0.404475768
0.379821407,0.381722235,0.369747575,0.352809491
0.292606545,0.273553824,0.259634789,0.244373977
0.426953086,0.455056075,0.445089052,0.419430724
0.373855239,0.375070912,0.367247431,0.331875156
0.253720471,0.23888717,0.222396302,0.208790634
0.281861576,0.301206085,0.302990459,0.289972411
0.306724021,0.304604326,0.281192322,0.268442104
0.270113342,0.260281809,0.236933043,0.216240301
0.295760426,0.292955615,0.277688508,0.26425538
0.41325891,0.413971397,0.39389609,0.367087334
0.409444655,0.402620963,0.399606157,0.398467059
0.370589629,0.374147983,0.343389666,0.313364981
0.403253099,0.429363571,0.432388344,0.406291543
0.406311882,0.423883981,0.420192948,0.405220142
0.426163116,0.468263543,0.469504902,0.463571817
0.360630528,0.363864173,0.360633987,0.346432275
0.368236443,0.401511771,0.363242689,0.331241337
0.376161691,0.377194306,0.357086035,0.31583836
0.386546924,0.417858317,0.404943833,0.411964123
0.417005353,0.446684568,0.442159691,0.403269468
0.443987293,0.427280574,0.424694649,0.414300759
0.430685841,0.42997698,0.448208413,0.445370777
0.434034006,0.453588061,0.432327385,0.418146689
0.375762918,0.375157614,0.367665593,0.353369252
0.429650012,0.419622356,0.420433357,0.416341356
0.41399268,0.467526562,0.448525272,0.454519054
0.346505364,0.342819682,0.326460232,0.303332505
0.332072014,0.324610818,0.314259104,0.297982887
0.360455358,0.366046898,0.354016141,0.33200499
0.386515939,0.386221643,0.372858592,0.3586696
0.401366981,0.411641565,0.402320952,0.387441803
0.350217501,0.336548473,0.320103748,0.307108219
0.400929243,0.400262238,0.390148693,0.381456526
0.379943324,0.378303143,0.370714156,0.339614195
0.289784926,0.303952852,0.298876229,0.300591217
0.355624949,0.352955842,0.331269763,0.321514183
0.313540281,0.316111051,0.307868933,0.294231912
0.299777836,0.296762634,0.292138338,0.271202564
0.419288015,0.330169747,0.335728865,0.280342005
0.246837663,0.248119893,0.242343198,0.223181926
0.297080372,0.29140524,0.281426209,0.260822267
0.310362008,0.313896184,0.291475803,0.261450742
0.332134797,0.312031645,0.288764867,0.26810698
0.338947332,0.347080445,0.327288838,0.308784001
0.315191659,0.329319405,0.331579897,0.315441333
0.343741553,0.320347777,0.262605895,0.239379573
0.385309655,0.320978719,0.268822485,0.25116546
0.299869009,0.441338776,0.183231573,0.203425538
0.418703416,0.306450267,0.302873491,0.259401536
0.384022028,0.319745544,0.292903906,0.271126628
0.406369323,0.320531901,0.313339266,0.266907806
0.331245896,0.304295612,0.261987684,0.224226565
0.267585553,0.277760977,0.261911259,0.242505936
0.275618444,0.279926731,0.269723913,0.251650247
0.36513968,0.338835453,0.342318919,0.31850592
0.235981827,0.238062825,0.230706733,0.232850482
0.42999912,0.242894234,0.26550818,0.236402795
0.394102304,0.254027837,0.278747252,0.243064205
0.394044725,0.281777642,0.306065342,0.245192547
0.375444986,0.260822976,0.274386068,0.238303631
0.289576668,0.416298765,0.491872349,0.231073875
0.221487144,0.311774123,0.324244874,0.200473858
0.277240377,0.402309129,0.566331061,0.337645188
0.346091603,0.603095345,0.491307602,0.276213648
0.369990937,0.297428013,0.250846348,0.241341516
0.312588188,0.296918054,0.2630947,0.236051477
0.450894615,0.302471139,0.340399141,0.28308724
0.466296609,0.231841235,0.301117322,0.258765818
0.516569482,0.263483884,0.422679022,0.341777079
0.40243847,0.432551467,0.439966674,0.424204549
0.432112776,0.407125759,0.466285326,0.427930174
0.315727855,0.316325331,0.310253132,0.306311724
0.342395958,0.340309089,0.325062071,0.310021645
0.401343236,0.414031631,0.409263377,0.405768673
0.375336943,0.382143545,0.362179421,0.338679362
0.431936176,0.479834954,0.514267409,0.478367154
0.411105895,0.417316721,0.410221543,0.410080646
0.426093006,0.437672983,0.432092751,0.430412823
0.233291536,0.276537329,0.285903924,0.258992779
0.325663543,0.347359716,0.324191125,0.304400582
0.348446406,0.306102057,0.228386677,0.238185973
0.453599571,0.334178792,0.274548395,0.281520266
0.377838576,0.305750924,0.281936014,0.249174409
0.324310765,0.317444515,0.277571966,0.243634381
0.288789108,0.289678888,0.271553274,0.250013479
0.447109124,0.306937466,0.329910455,0.292111779
0.395301692,0.294862791,0.258227455,0.223230003
0.357155769,0.356556603,0.317294705,0.292147946
0.296875029,0.286725966,0.266205748,0.251896802
0.43134646,0.378587388,0.340656562,0.3248276
0.382377698,0.330283566,0.299472996,0.265421655
0.378936654,0.331439626,0.300034775,0.274423891
0.35705599,0.364129219,0.373354851,0.345447926
0.362567697,0.385541236,0.400539425,0.413988587
0.425368235,0.424149876,0.411420504,0.408602274
0.280683463,0.289472991,0.276591618,0.27003226
0.308582495,0.291976783,0.258777732,0.23032712
0.321380592,0.309353564,0.269556793,0.249132266
0.286724962,0.285875342,0.271539328,0.266032083
0.302482787,0.299374419,0.286255521,0.262062294
0.259081591,0.271531733,0.256459741,0.231877135
0.30585046,0.301885495,0.280329349,0.258000177
0.314711344,0.311148942,0.283712335,0.256352997
0.300501052,0.289992238,0.262786978,0.235565101
0.400120941,0.41542725,0.410437431,0.387007965
0.304088075,0.3240023,0.332744195,0.329365562
0.294592037,0.289737007,0.263591768,0.237115465
0.356217291,0.35918486,0.340295322,0.318897366
0.350094301,0.351696094,0.325155409,0.295432891
0.363192236,0.358797185,0.342167226,0.323572684
0.376422999,0.376663513,0.356685651,0.339994688
0.363672827,0.364408123,0.356758045,0.345171928
0.375028412,0.38115148,0.362978532,0.349083121
0.342109561,0.3369249,0.304160248,0.275504722
0.366221869,0.362141748,0.335484297,0.312604787
0.381239586,0.393995218,0.399053353,0.389875087
0.396328785,0.399639591,0.382735677,0.370823508
0.390574888,0.392052479,0.379221477,0.366417042
0.425707455,0.438052293,0.419029117,0.405713013
0.404379865,0.40951506,0.390126206,0.373202879
0.396642159,0.413449504,0.398987276,0.384781009
0.369961052,0.373681395,0.368693596,0.351707311
0.34555917,0.345003874,0.321997083,0.293886058
0.371783899,0.387072312,0.382264899,0.363140228
0.35224332,0.351024165,0.3308642,0.300609741
0.363587215,0.328814796,0.333392466,0.295777451
0.277314611,0.299761407,0.313854719,0.307850843
0.305538418,0.293321319,0.270350073,0.24793616
0.392602496,0.404681726,0.39610558,0.382550149
0.353264228,0.347935991,0.327845596,0.301625118
0.356098044,0.346460927,0.330712229,0.303551764
0.34389473,0.364098987,0.370350172,0.366673695
0.317511721,0.316100931,0.311762585,0.300478793
0.318927984,0.310154841,0.287974803,0.261839066
0.328490293,0.337771635,0.313866015,0.290840997
0.297986769,0.298548538,0.288377847,0.268115758
0.391469783,0.393346881,0.387787368,0.364245164
0.371659058,0.380639513,0.356801721,0.337029982
0.370175386,0.380260388,0.3718643,0.358393814
0.351147532,0.33839454,0.318703633,0.306534237
0.33933766,0.330187392,0.307159999,0.286441871
0.412265263,0.411242833,0.408193028,0.402076466
0.36126286,0.361351629,0.365063456,0.368873267
0.269027054,0.284394184,0.282490689,0.279488919
0.281923564,0.296991322,0.282479746,0.259966669
0.308331407,0.298165841,0.286709465,0.269090318
0.294774504,0.309668294,0.309005868,0.294466645
0.333261935,0.339714934,0.321645199,0.300967534
0.418088441,0.452216569,0.455560329,0.45568314
0.331775822,0.302997237,0.278201436,0.253928157
0.428520926,0.483689052,0.534217495,0.530417171
0.42197986,0.42932098,0.431756197,0.423653074
0.323244433,0.308341517,0.281388309,0.254131462
0.345289757,0.327511923,0.293800385,0.264338729
0.399675019,0.401890341,0.390448018,0.369722853
0.39737387,0.40433376,0.381140485,0.364107808
0.412533772,0.4342892,0.412261475,0.388399395
0.355434494,0.346922886,0.319650345,0.29795053
0.397493891,0.406720003,0.36513182,0.34558854
0.343176173,0.357049152,0.343751833,0.318933022
0.317208525,0.301720646,0.280592851,0.263535285
0.37722379,0.402329768,0.393254324,0.369099036
0.332712343,0.342499138,0.310189707,0.299973574
0.288927646,0.285474626,0.263465373,0.242384794
0.317296206,0.360520302,0.319964776,0.274553621
0.311003669,0.31446473,0.298468538,0.280178615
0.249558662,0.263385998,0.260849026,0.255230645
0.43943473,0.449686138,0.437497977,0.422040952
0.570595961,0.626876559,0.617976807,0.593038483
0.410176583,0.4404073,0.454009929,0.46663457
0.493484921,0.540566206,0.538914176,0.543675286
0.460657965,0.482545484,0.489719564,0.484111465
0.549891455,0.5969748,0.61461746,0.618729792
0.448097304,0.480345263,0.505731544,0.520792025
0.536934995,0.549460835,0.564945115,0.514586267
0.349328919,0.363432649,0.319450142,0.306038819
0.434853694,0.439343419,0.430844346,0.413938714
0.499525984,0.543278029,0.546373228,0.545741388
0.48238826,0.510860957,0.518910247,0.508443246
0.482190035,0.522158175,0.524524534,0.521150162
