average-3,average-5,gaussian-3,gaussian-5
0.212438651,0.20953485,0.211466781,0.218243972
0.231338634,0.243766689,0.23457515,0.248779577
0.096676377,0.106015868,0.091925018,0.101433096
0.163528447,0.182471743,0.15879877,0.172775425
0.28235892,0.253950809,0.278565159,0.267681766
0.251880245,0.221563232,0.253826145,0.238986601
0.264799186,0.22807772,0.265303962,0.247151123
0.28635944,0.286801961,0.281800004,0.283813251
0.183440086,0.162320914,0.191075224,0.167190572
0.139425845,0.096449322,0.148338281,0.123193231
0.173084521,0.137033327,0.181296775,0.149005344
0.197414468,0.192566803,0.194554816,0.197836687
0.170018793,0.143166445,0.17298535,0.15106416
0.199427424,0.140230966,0.211921312,0.166514331
0.324362682,0.351774274,0.314941474,0.326827761
0.129628483,0.114244014,0.135060029,0.121341019
0.256139009,0.220158054,0.258806232,0.230590103
0.127662292,0.144157029,0.125786763,0.130895697
0.204413766,0.137575526,0.210887132,0.153911832
0.199800734,0.191364761,0.196094075,0.195324939
0.19585382,0.190398548,0.194961905,0.196309833
0.222300971,0.213216381,0.215783598,0.215002031
0.217151414,0.186424724,0.228396091,0.195590539
0.21420722,0.182732086,0.222324864,0.194886795
0.281675302,0.229726784,0.274542921,0.251041574
0.225311255,0.218392527,0.220867047,0.224926397
0.235382351,0.231202291,0.228060487,0.226363994
0.206054098,0.211387853,0.193663795,0.211374597
0.157968155,0.204834491,0.163180235,0.163921691
0.212461145,0.230173717,0.204869436,0.21329075
0.180651226,0.205735961,0.174160711,0.18720304
0.188410352,0.177517814,0.186652488,0.18716591
0.179165081,0.206995596,0.168877003,0.188829322
0.142317109,0.144849418,0.139703201,0.142635381
0.225636163,0.196782819,0.224256277,0.220175561
0.335678626,0.371647638,0.319075264,0.347255705
0.293572698,0.340073546,0.286492456,0.318282463
0.318595414,0.371585889,0.298515448,0.342946113
0.179660768,0.17670505,0.178594862,0.184112323
0.300899945,0.327632727,0.285890621,0.317122636
0.271360043,0.334969468,0.258342324,0.298651463
0.172835162,0.200214065,0.16407773,0.18017008
0.100373166,0.110005875,0.097481888,0.104517673
0.102710262,0.116105401,0.099725224,0.108109062
0.103461521,0.115900933,0.098937298,0.110086788
0.243651192,0.246136977,0.237765461,0.243663818
0.188100757,0.196067546,0.184578896,0.187000153
0.195633526,0.2078831,0.186864401,0.198516922
0.158060875,0.164334413,0.154551457,0.159225863
0.078633606,0.088834475,0.074907231,0.08358394
0.07960235,0.096733563,0.075784211,0.086305511
0.218556636,0.227200186,0.213008788,0.222704595
0.220533713,0.227171769,0.219688411,0.224681261
0.236543352,0.262899512,0.231067986,0.246658506
0.22960252,0.24714193,0.21732603,0.232464546
0.238704227,0.21966718,0.236645858,0.231586824
0.246426077,0.237604615,0.246142955,0.247587033
0.221439574,0.179290366,0.222159959,0.203766673
0.1987091,0.196413148,0.196067293,0.190503075
0.110527929,0.108000826,0.108488475,0.109807016
0.104532622,0.103997578,0.104660768,0.103954942
0.145205943,0.139729928,0.145392851,0.142662321
0.15995314,0.12864068,0.161809749,0.143384914
0.116547035,0.111941336,0.112320172,0.115178242
0.125786439,0.123578743,0.126975684,0.127822479
0.185751818,0.162000579,0.192195869,0.177757419
0.144059216,0.141382205,0.141757657,0.142282151
0.2322479,0.211508705,0.231710253,0.218018331
0.188711384,0.15449556,0.196589078,0.173049831
0.177574342,0.183948107,0.172716975,0.185136855
0.255997193,0.249202031,0.248509192,0.248550752
0.171874303,0.150546606,0.173968573,0.160803645
0.191170612,0.159333955,0.193934354,0.176135624
0.1905094,0.162926925,0.190142992,0.180058081
0.142376706,0.13118454,0.142719531,0.13817352
0.145056756,0.149772508,0.14536165,0.151342659
0.218362611,0.171187619,0.22815157,0.19846668
0.205977706,0.18240046,0.205118757,0.195576835
0.166567851,0.144954994,0.169115754,0.155426853
0.178695375,0.164853751,0.179803847,0.175367095
0.158300082,0.147400481,0.158393253,0.149910031
0.150272522,0.142477842,0.148538866,0.146769171
0.10300193,0.11077759,0.102488563,0.108278978
0.106123283,0.115787968,0.103528971,0.110539357
0.090212958,0.10022183,0.088158973,0.094478296
0.107175217,0.113027299,0.105612384,0.109643399
0.108302599,0.103303279,0.106862997,0.104822731
0.108832645,0.11051205,0.108579581,0.111364082
0.158628818,0.143938361,0.160994777,0.153405318
0.119976329,0.116474048,0.123673326,0.120400946
0.26124021,0.239212905,0.263745394,0.254037632
0.138278433,0.110308744,0.136670279,0.122202858
0.109403442,0.110986083,0.11331734,0.112676354
0.140138041,0.129107389,0.143439877,0.135170887
0.128014192,0.117432046,0.12842876,0.127202516
0.135417655,0.124516092,0.13836985,0.130694161
0.160942844,0.155808976,0.163503806,0.16090622
0.155798396,0.134516771,0.160075878,0.148481568
0.233613688,0.222157271,0.237879776,0.228766668
0.107102612,0.103435098,0.107361553,0.105673013
0.148489393,0.145303116,0.147386762,0.14974721
0.105761048,0.105492833,0.104150126,0.103353386
0.101947072,0.101737495,0.09999422,0.104186937
0.142580317,0.125669816,0.14916453,0.139035695
0.203792712,0.164083336,0.205072995,0.180080842
0.22378827,0.187927892,0.225045222,0.202095803
0.113045803,0.109111789,0.113820512,0.113649118
0.101169097,0.103911268,0.098251759,0.101151071
0.119553916,0.115008783,0.120516981,0.119103121
0.154905958,0.152670599,0.15757667,0.156502206
0.104898894,0.105770512,0.102778224,0.107874567
0.11076236,0.11071425,0.109493019,0.110249376
0.124459311,0.104917155,0.124759572,0.108366727
0.222781166,0.204493517,0.226306998,0.215781122
0.092956517,0.094806638,0.089989612,0.094052024
0.087397095,0.099385401,0.086391596,0.092393666
0.102925836,0.109568775,0.100072438,0.104571327
0.114761805,0.126110255,0.113332701,0.11795519
0.16576144,0.167554555,0.161069099,0.167197408
0.082956737,0.102989045,0.07865705,0.087910472
0.180900819,0.143516514,0.183147194,0.155597972
0.164191897,0.152311573,0.16750373,0.163429831
0.082970569,0.097986785,0.079942397,0.088629811
0.088611911,0.101753799,0.085138712,0.09433835
0.085338153,0.100720648,0.082137707,0.091451522
0.085853987,0.100884046,0.082498365,0.089506399
0.084231951,0.101302479,0.080769548,0.090570137
0.082633365,0.094423453,0.080917069,0.085940455
0.197132134,0.17978241,0.195480357,0.188935075
0.11940444,0.117783897,0.1188555,0.117696876
0.09308755,0.096424165,0.093222461,0.094487625
0.09608647,0.102871046,0.095079172,0.099164751
0.138470932,0.146663821,0.136558458,0.142750362
0.121778793,0.128960728,0.119852953,0.125103722
0.127387048,0.122512124,0.126765412,0.117962905
0.183819164,0.147180039,0.194209499,0.174940398
0.207249064,0.167393739,0.219243827,0.190755591
0.241280373,0.227233137,0.243553191,0.244482091
0.105635878,0.116520982,0.104505888,0.113200234
0.123364898,0.128271883,0.120194774,0.125421522
0.137085868,0.142586429,0.135234172,0.140491234
0.224378862,0.190951877,0.230387698,0.21568437
0.145771055,0.121196313,0.147722287,0.138609279
0.148527598,0.124605167,0.154196951,0.140468104
0.137096172,0.119120016,0.139571397,0.131112159
0.167316018,0.145624605,0.171871492,0.165190665
0.204852829,0.192286517,0.205701773,0.206961048
0.168454484,0.152374536,0.171501965,0.163898997
0.152942418,0.146382388,0.153379733,0.151108024
0.112005227,0.108446148,0.1131759,0.115273794
0.101479133,0.098124197,0.10053826,0.102417452
0.130786962,0.113452334,0.133255746,0.125346526
0.170793327,0.142951217,0.172630898,0.157920913
0.169083757,0.135054849,0.173870025,0.156498528
0.189174465,0.168349322,0.193609429,0.178657592
0.195347972,0.175219627,0.19678608,0.183908518
0.194733189,0.186695594,0.193121976,0.188556002
0.19026568,0.198160102,0.182143491,0.189392876
0.114843419,0.120675506,0.114641419,0.117042589
0.13236789,0.139935157,0.128439045,0.1372714
0.119512783,0.128904707,0.117795924,0.126651871
0.119715396,0.126229811,0.115997991,0.125304814
0.125749909,0.14057768,0.12080259,0.132744215
0.115994883,0.126332251,0.113751918,0.117083699
0.129375681,0.126560486,0.130909244,0.129694631
0.103706291,0.125252495,0.100481504,0.105595455
0.162650532,0.168532058,0.164780794,0.175850486
0.159464617,0.168415793,0.158652038,0.159964959
0.113865049,0.141829574,0.108552934,0.116166496
0.1206593,0.126014601,0.113032288,0.121746057
0.15914772,0.155268948,0.156217954,0.154729976
0.141475042,0.182048709,0.138640043,0.147554171
0.120520401,0.119491935,0.112437955,0.122411253
0.195297753,0.188257643,0.193922694,0.197208786
0.144821555,0.149064394,0.144010539,0.152074275
0.165104758,0.163602484,0.160058668,0.172411492
0.196920183,0.209108635,0.189364236,0.205983444
0.153786785,0.150475367,0.152200784,0.158925595
0.206423707,0.196541994,0.204135992,0.210348011
0.14026358,0.123523252,0.143827047,0.137129042
0.103133518,0.114109011,0.101460723,0.101458541
0.158869192,0.143505153,0.16038542,0.153321996
0.181968979,0.146705502,0.175749879,0.1590673
0.169043418,0.145671338,0.174333801,0.156347984
0.165670514,0.14122575,0.169876528,0.155603735
0.155225132,0.167157533,0.155105948,0.15605771
0.108236461,0.10867234,0.108368968,0.103035045
0.107487381,0.111274444,0.106970756,0.106784346
0.129093816,0.11043024,0.132603071,0.121285073
0.108290796,0.10773707,0.115361844,0.116840344
0.115443028,0.117100735,0.120255323,0.124598638
0.122727162,0.111463753,0.118870399,0.123094905
0.125322258,0.113858765,0.131916725,0.129072041
0.13044975,0.136674441,0.129002282,0.134351852
0.163840869,0.162325152,0.163769209,0.164894428
0.220007187,0.214184032,0.222577786,0.212762456
0.147007966,0.146746805,0.148630706,0.147506219
0.118121092,0.123135311,0.11782372,0.123103897
0.125401834,0.135497749,0.123225768,0.129652425
0.180773456,0.173806573,0.180473309,0.179017741
0.10259366,0.123800766,0.100369691,0.104661967
0.162208409,0.14937521,0.15893198,0.164195876
0.183065136,0.141121162,0.188865397,0.166164501
0.101805738,0.12458768,0.100105315,0.105051734
0.10985641,0.126240015,0.105294318,0.11295784
0.211660427,0.198725253,0.20913628,0.197723163
0.099247485,0.115171442,0.102509399,0.104974447
0.163800657,0.163512524,0.164655457,0.166120271
0.14482636,0.168005471,0.139652153,0.146140112
0.136512652,0.14411699,0.133371491,0.136408544
0.158332886,0.166973701,0.151351669,0.156696822
0.133428133,0.165278317,0.133502292,0.135482621
0.16531555,0.166911752,0.165656324,0.164618326
0.195894427,0.195245188,0.197778376,0.197822398
0.21587957,0.236926275,0.217293608,0.22177545
0.207149204,0.2229574,0.211196669,0.214625919
0.21949917,0.216850563,0.225945427,0.225203158
0.209829848,0.213382036,0.212369872,0.214884318
0.195305321,0.216076107,0.200789817,0.201108474
0.078190651,0.075803028,0.078119346,0.074631967
0.15375755,0.139188007,0.154198361,0.146233864
0.171738749,0.15662615,0.170848845,0.159759532
0.118926814,0.110517317,0.127300542,0.122284483
0.100455311,0.107126763,0.114021549,0.125355021
0.21730959,0.184390851,0.219443926,0.205426091
0.221363342,0.186458178,0.224245201,0.208547289
0.196080273,0.178383212,0.19372886,0.194055473
0.19599191,0.177002523,0.198155046,0.191339765
0.226046172,0.176921804,0.233542213,0.210672635
0.201219696,0.18378726,0.198883905,0.193347357
0.212770991,0.185579842,0.21553935,0.202856003
0.159279892,0.146213822,0.163819622,0.153994988
0.194719097,0.174279065,0.197614326,0.187446435
0.115370368,0.115030276,0.114719242,0.11870306
0.117665788,0.121434044,0.115319412,0.121738688
0.115427374,0.11207415,0.113579002,0.11790173
0.134750506,0.146860082,0.130759288,0.143138281
0.180646082,0.173896355,0.183256889,0.179865388
0.159532317,0.145958926,0.163554941,0.15609751
0.134730232,0.126743976,0.139172278,0.133631614
0.154454244,0.145621072,0.155357236,0.152862131
0.171109345,0.153179218,0.174502102,0.163910781
0.202299278,0.199308903,0.202376784,0.192572105
0.127787702,0.115832256,0.126716081,0.120621496
0.128453285,0.116509756,0.12952653,0.121345718
0.134480845,0.121030531,0.13292739,0.126623041
0.127200111,0.119632911,0.126223002,0.124445172
0.124963643,0.118770669,0.126133784,0.120478288
0.164337272,0.14852218,0.152990167,0.162620234
0.173017569,0.151581595,0.158595409,0.166647878
0.135428839,0.128496629,0.129158401,0.131559129
0.133127004,0.119154645,0.132362641,0.128855467
0.148974765,0.133993956,0.147809936,0.142953763
0.160129655,0.148245386,0.15957497,0.154576782
0.162012654,0.143952708,0.161346825,0.150844119
0.150836583,0.128914918,0.154177346,0.139540188
0.130235588,0.119037065,0.128574754,0.126302271
0.137866822,0.1269249,0.136220763,0.131813521
0.136517163,0.119769395,0.137839783,0.128877011
0.142243539,0.124746731,0.144535093,0.134786897
0.143163176,0.128900896,0.146003466,0.136518481
0.128198008,0.109403092,0.13107901,0.120219832
0.153933653,0.13476833,0.154366317,0.14801198
0.08246152,0.093661269,0.080435457,0.102669594
0.081468554,0.086743569,0.08862797,0.117012386
0.077602533,0.083299969,0.077507958,0.098748304
0.09178593,0.102409038,0.090148332,0.113953525
0.13610905,0.135799964,0.137443276,0.147686976
0.096689493,0.106519169,0.090464177,0.105331581
0.067817523,0.082485217,0.069565368,0.087936706
0.057416344,0.085052465,0.047895989,0.066933451
0.078766414,0.074535539,0.080524067,0.111221251
0.086813279,0.093721872,0.083448587,0.112609428
0.102479244,0.112361437,0.09670637,0.124082877
0.122516783,0.11436038,0.12200251,0.12660013
0.124363027,0.12655449,0.127131839,0.145988037
0.124277661,0.134391291,0.125412105,0.139129739
0.097920841,0.105869256,0.097211873,0.107817497
0.200875451,0.185811328,0.196541532,0.19716751
0.15076649,0.141633132,0.15000114,0.146466907
0.179024522,0.152452992,0.181413584,0.157416198
0.161919773,0.154542749,0.156579526,0.147666051
0.183835731,0.148426544,0.184504246,0.156373481
0.173282042,0.143240226,0.173613693,0.160497237
0.131027764,0.11810679,0.132688097,0.127247666
0.144265239,0.13917237,0.139746114,0.141686141
0.107486586,0.095810011,0.109266166,0.103266474
0.214916968,0.209472764,0.209708243,0.21266864
0.164473941,0.155051166,0.163250878,0.161646851
0.17269081,0.163420114,0.170050353,0.167327251
0.165802954,0.146738827,0.163977388,0.158532593
0.183977393,0.175091881,0.179698085,0.181043665
0.164545603,0.15632238,0.161338283,0.160449394
0.12306403,0.111567652,0.123852539,0.117317225
0.143076563,0.146007652,0.139354161,0.139292832
0.123289474,0.117482077,0.115957996,0.119569354
0.090821951,0.089105005,0.075643719,0.124331359
0.096210817,0.098859496,0.090998356,0.106519613
0.110852093,0.100469376,0.118498462,0.111775682
0.105893257,0.099908601,0.116808856,0.117865271
0.112111802,0.107770768,0.12464545,0.122018859
0.08683631,0.097207165,0.078254584,0.093525298
0.108007329,0.102669576,0.100716092,0.113273749
0.108685269,0.103885675,0.103514498,0.108760304
0.096009045,0.110077292,0.091218898,0.100832916
0.084618159,0.095184717,0.080659641,0.087872187
0.094640291,0.099089493,0.090810373,0.095105829
0.110835467,0.122217143,0.105187144,0.11323781
0.102177081,0.108517629,0.09983897,0.104157244
0.125704375,0.133063978,0.123992229,0.130652857
0.113056978,0.113028096,0.105302372,0.101513147
0.088876331,0.093960047,0.086340002,0.089720364
0.0981146,0.101714764,0.092152606,0.094495876
0.144320697,0.142445799,0.142812824,0.142264038
0.1558848,0.158676516,0.157832977,0.154804462
0.207840696,0.210870676,0.205486794,0.208995929
0.121137593,0.119314791,0.120591794,0.120203286
0.126613871,0.129198161,0.123519544,0.12860673
0.110557486,0.124073471,0.106171838,0.113932437
0.156048815,0.150833737,0.153387948,0.153571822
0.140908583,0.127425322,0.137468811,0.14040307
0.133089103,0.150570334,0.125114139,0.141047643
0.196889199,0.19391448,0.193461977,0.193343037
0.168851005,0.165461207,0.163741454,0.166063928
0.158988748,0.14311586,0.158006539,0.155900691
0.181966716,0.17725444,0.17885338,0.179817949
0.194671584,0.192504779,0.192223975,0.194682898
0.142629018,0.148239676,0.141529889,0.14491056
0.118072276,0.104373561,0.119148878,0.111514108
0.13413579,0.126804589,0.133314949,0.136560908
0.15736284,0.148432995,0.156875101,0.155397198
0.112854295,0.110590645,0.111752746,0.110956833
0.182527526,0.181968256,0.178377803,0.186793372
0.225963886,0.230027716,0.218405051,0.22707622
0.159710301,0.15241224,0.157338906,0.158992709
0.138587086,0.135859842,0.137480708,0.140112346
0.130992581,0.135108259,0.125429842,0.134983147
0.093370298,0.106750808,0.088600996,0.096210467
0.131352574,0.133855751,0.135356145,0.135325915
0.220659231,0.227914026,0.215319742,0.226289363
0.178178461,0.176635368,0.177226335,0.176305154
0.130035828,0.124851494,0.145007555,0.141729566
0.131213822,0.124868199,0.128043374,0.124091803
0.174899646,0.170234804,0.172753073,0.173102227
0.129223843,0.117937193,0.129901454,0.126501289
0.147606118,0.147007979,0.150695732,0.155693964
0.153627868,0.151613265,0.149798312,0.150692991
0.155749551,0.166187095,0.155213035,0.158909219
0.127447687,0.130638047,0.136271785,0.139330184
0.130219069,0.133228887,0.129809621,0.132267557
0.165541856,0.169529644,0.166040692,0.167653199
0.12422771,0.131444848,0.122674534,0.125712847
0.157838097,0.153529321,0.158809497,0.160656274
0.12246619,0.134489256,0.120327048,0.131245498
0.158770865,0.141605645,0.164042863,0.153907528
0.113621135,0.122706413,0.114097649,0.11915572
0.137869704,0.137189458,0.138605728,0.138079527
0.171206476,0.172213555,0.17299407,0.171895318
0.196058905,0.19497605,0.203609328,0.199621517
0.204596177,0.200053015,0.210340201,0.200837973
0.202030509,0.19200575,0.20797058,0.205809383
0.182546694,0.184156362,0.186808599,0.181741393
0.149966255,0.138106468,0.148913008,0.140603901
0.129396713,0.123959739,0.128711826,0.123645464
0.136963434,0.12850479,0.139281842,0.132930516
0.129349874,0.109482022,0.1304519,0.12165222
0.110619472,0.129668287,0.106541262,0.115328408
0.150706965,0.131736189,0.158034196,0.144743875
0.155858236,0.174167563,0.152704276,0.161410015
0.093267229,0.10408468,0.093007836,0.093854257
0.115461702,0.132049609,0.109040416,0.120978928
0.121799268,0.121231585,0.12315944,0.120498109
0.129377466,0.121209143,0.129588124,0.124344137
0.208365333,0.207961281,0.211197393,0.214052717
0.19121506,0.169664738,0.196417137,0.193732054
0.127816843,0.126360055,0.127070821,0.128049291
0.170747967,0.185794592,0.165644572,0.176105838
0.15879946,0.153350763,0.160755725,0.155572958
0.199254428,0.203579622,0.199833646,0.210241386
0.191336713,0.191062395,0.200568363,0.196274317
0.177722289,0.178059537,0.174135474,0.183228211
0.114807434,0.125087361,0.110786743,0.115006118
0.107513181,0.120213229,0.103247002,0.109673829
0.133289445,0.145657301,0.129852314,0.137097507
0.07677613,0.081363995,0.075145705,0.076537365
0.179438154,0.169550232,0.178345855,0.178467537
0.187253389,0.181573626,0.184572293,0.18979908
0.166368352,0.177879631,0.16186814,0.171889371
0.188344505,0.184813358,0.188665813,0.186325595
0.146131228,0.141190577,0.145799939,0.144933255
0.128868808,0.120584426,0.130757397,0.126728786
0.22801997,0.21914455,0.226346808,0.213561223
0.164830834,0.171953085,0.162192726,0.15672253
0.181574152,0.216819096,0.184243219,0.183535824
0.132065754,0.132677467,0.129852771,0.133407398
0.19607268,0.181553668,0.19598997,0.187339017
0.209166538,0.192938415,0.207088781,0.195096128
0.157326076,0.14671267,0.155329715,0.157106537
0.116731902,0.121397354,0.111934702,0.115815921
0.172869143,0.165229402,0.174313679,0.167973388
0.177867549,0.16474087,0.180729905,0.179480365
0.112947424,0.123738961,0.107306903,0.116083012
0.100315482,0.112926634,0.09592127,0.107295314
0.199068185,0.192955808,0.203082209,0.198333588
0.168158095,0.158234702,0.172368421,0.16324899
0.105165572,0.108326565,0.100297085,0.108631556
0.231445112,0.221621644,0.235290287,0.23452686
0.139211465,0.157904667,0.135932142,0.142029122
0.107740744,0.10323464,0.106338755,0.108820382
0.122993743,0.120825119,0.121036748,0.121704398
0.109713472,0.124006056,0.104785128,0.115872962
0.095243669,0.096605414,0.093403359,0.095884712
0.104281322,0.103691257,0.102419174,0.101547441
0.220470252,0.197043933,0.221154225,0.205091681
0.222435735,0.198396377,0.225636561,0.206579801
0.152024757,0.165618093,0.150281794,0.148697859
0.200871523,0.207073419,0.186409328,0.20352813
0.225359621,0.217690487,0.224303659,0.223286891
0.262231642,0.261145999,0.257628938,0.254353689
0.179936695,0.163636852,0.183404147,0.173364083
0.151793089,0.173276448,0.153154826,0.154907638
0.18058022,0.225860976,0.170800503,0.184402889
0.18010082,0.196761952,0.17304179,0.184857171
0.212339895,0.189123299,0.21672115,0.198868418
0.242665477,0.210008968,0.232293143,0.234968492
0.209395401,0.19325968,0.210459217,0.22063593
0.201001477,0.226421514,0.189983002,0.208851172
0.15395189,0.176668449,0.150572528,0.159520035
0.246153308,0.205683604,0.248221509,0.228196899
0.20759784,0.240670611,0.199554324,0.218947208
0.148401121,0.144552692,0.145828473,0.14565435
0.140082576,0.136883649,0.138560133,0.138136362
0.170494712,0.163217112,0.169343086,0.162942983
0.196053602,0.182749931,0.195012353,0.191714946
0.210178063,0.207254971,0.213323387,0.210309957
0.155697165,0.14498943,0.156001065,0.151352702
0.19678705,0.193845771,0.205175921,0.203758147
0.187042814,0.174554734,0.189444077,0.178344603
0.146426553,0.131778642,0.147123974,0.137477361
0.154806328,0.150918736,0.150220653,0.148982299
0.137722908,0.126057265,0.137864348,0.133699553
0.12010756,0.114989768,0.121131754,0.115748988
0.163009524,0.159143909,0.138069608,0.159899781
0.067667945,0.098322516,0.062927346,0.075404091
0.098218663,0.100363219,0.095412214,0.098411345
0.118666998,0.117363833,0.118753608,0.11657609
0.132816151,0.12694349,0.129355851,0.130381906
0.149302354,0.149687512,0.147753181,0.152574619
0.130783175,0.139022804,0.130755197,0.131037271
0.071729721,0.084105947,0.07661588,0.09737139
0.070002325,0.074503926,0.068686693,0.098340484
0.026808562,0.09547238,0.022297707,0.032604636
0.097641168,0.094389039,0.092744082,0.117539395
0.132182434,0.12751819,0.127775253,0.145271682
0.106129189,0.118160089,0.107157471,0.135071956
0.118206793,0.119459202,0.109083852,0.113472282
0.123733604,0.112853677,0.121925464,0.121618288
0.128327431,0.114544864,0.12947854,0.123889783
0.138847596,0.149753345,0.138238459,0.147476186
0.13547467,0.122800584,0.136607443,0.128585349
0.063278625,0.063297498,0.047583567,0.089617388
0.065505577,0.06728729,0.063534246,0.098447443
0.058004462,0.067515079,0.050629885,0.092304481
0.094658149,0.098559937,0.083886833,0.104173202
0.06314576,0.053102592,0.067934772,0.056710411
0.051107671,0.09089534,0.044875495,0.056950732
0.048365539,0.059651501,0.049482708,0.051569323
0.063676498,0.106801683,0.061917128,0.072740659
0.083019896,0.085065257,0.081967172,0.096917039
0.10906676,0.102451016,0.114994468,0.111081831
0.052694954,0.055189966,0.027930736,0.065411612
0.051167691,0.041414497,0.027464457,0.061370573
0.055495129,0.055679174,0.029015786,0.069226342
0.199090738,0.217185594,0.196328679,0.208899061
0.191407377,0.206984136,0.178060725,0.204640764
0.127942882,0.108377898,0.128768382,0.124782241
0.139633861,0.13249282,0.144432418,0.144017101
0.181835179,0.186752497,0.178265415,0.188614639
0.177734499,0.177113809,0.17478891,0.178587882
0.28167376,0.286286764,0.272467019,0.28471599
0.292747622,0.248975098,0.294580977,0.243701121
0.318320348,0.271879131,0.317223052,0.270595438
0.087925947,0.102926394,0.086229594,0.088047991
0.114004727,0.122609676,0.128722798,0.135077025
0.033362957,0.080544942,0.025740228,0.041831731
0.064924462,0.084992368,0.054536151,0.07757504
0.105327609,0.107169095,0.103873039,0.120092463
0.117315766,0.119975548,0.126117153,0.129602764
0.136274731,0.121882808,0.146442651,0.138641005
0.109964898,0.105722819,0.098105516,0.123851043
0.12390166,0.118340761,0.114787082,0.12352117
0.162502281,0.157345651,0.162325124,0.154940062
0.128288356,0.121938234,0.125231461,0.125530392
0.199644721,0.20760505,0.193892689,0.198717937
0.127577292,0.149739118,0.130535538,0.137906103
0.129396419,0.150759487,0.131201929,0.135849228
0.140239307,0.14429442,0.138084801,0.143342207
0.152000598,0.15317374,0.155274765,0.156177953
0.224236543,0.211276928,0.227326569,0.225933512
0.130717476,0.12702517,0.12980527,0.129840515
0.117007893,0.106606223,0.116428757,0.110292951
0.125590329,0.115990084,0.123995894,0.121296134
0.142726263,0.143619134,0.140569082,0.140678625
0.12299654,0.120332207,0.123227052,0.121655884
0.130774012,0.123937813,0.129432667,0.12433606
0.141376123,0.1355451,0.139774846,0.136746512
0.12476956,0.117654502,0.124429589,0.116802855
0.123273513,0.11362677,0.123553097,0.11709425
0.200572331,0.192671052,0.204621291,0.194355477
0.161008374,0.163467382,0.158860126,0.159794894
0.112833414,0.106268961,0.112539184,0.108713886
0.14901735,0.146388199,0.147613688,0.149485489
0.133010317,0.137822905,0.132163035,0.133907477
0.155355191,0.140731562,0.157048888,0.153470484
0.170397009,0.170869483,0.167046888,0.169246057
0.163215213,0.163295967,0.159266034,0.162822961
0.174234906,0.171426883,0.172913492,0.171562734
0.133487112,0.131698214,0.133949864,0.129028693
0.154298586,0.145026649,0.153727159,0.150065463
0.182360797,0.188030186,0.181762061,0.188297452
0.194141431,0.176942175,0.198442063,0.19132912
0.195066551,0.179157473,0.192495285,0.181837775
0.220683146,0.204563369,0.227525798,0.217509982
0.189376279,0.178563509,0.196194899,0.189595884
0.205410545,0.195028655,0.206784649,0.205151179
0.152507624,0.149573621,0.153924676,0.154986301
0.124119598,0.122923216,0.12508861,0.124230299
0.164222482,0.164037319,0.164277189,0.166577933
0.135738294,0.13235818,0.136877679,0.136629533
0.124473649,0.131590203,0.121610989,0.126158982
0.160209146,0.142802699,0.160641615,0.153942394
0.111726567,0.114785448,0.107999622,0.113868557
0.194346553,0.183051519,0.195273733,0.192243259
0.144795772,0.138740228,0.146142341,0.148018287
0.139143908,0.127715998,0.140831617,0.136688057
0.151237854,0.155905179,0.150466576,0.151542468
0.152400828,0.151564773,0.148829484,0.151839902
0.138875684,0.132877356,0.137772258,0.138244907
0.166512291,0.146630084,0.166034346,0.158223236
0.147911373,0.135731066,0.146200476,0.141569671
0.175420018,0.166809583,0.179352084,0.174973476
0.165001533,0.170335761,0.161941302,0.157898701
0.183654825,0.180254911,0.182899486,0.177990564
0.157693936,0.149907995,0.158642326,0.153050234
0.117070013,0.129866621,0.115599613,0.121303178
0.218534095,0.226641917,0.213962305,0.218456909
0.148797509,0.155543461,0.144610965,0.150193351
0.158809549,0.158306027,0.160616519,0.159439307
0.141920845,0.137870857,0.142583943,0.142310132
0.133622474,0.129415804,0.132814189,0.131883509
0.148129322,0.133832191,0.150184275,0.147978676
0.168155921,0.153213933,0.170608233,0.16240488
0.252188839,0.211812179,0.254996298,0.233231057
0.114244247,0.124618234,0.10990333,0.118697167
0.280541183,0.336800232,0.267156966,0.290345114
0.24321765,0.209025801,0.245354296,0.229718517
0.119958395,0.115485668,0.116711385,0.115071144
0.121435642,0.110759149,0.119045682,0.110228159
0.193948616,0.180482761,0.195453968,0.194403246
0.20336962,0.185319599,0.202996451,0.193276315
0.206880969,0.204430975,0.210825914,0.214863975
0.137161895,0.12845225,0.141640472,0.135321477
0.189158976,0.166875212,0.198889912,0.189153779
0.176765869,0.156140152,0.176546449,0.162056788
0.126447274,0.123697649,0.124347383,0.124195001
0.161171179,0.179057596,0.171037324,0.177644399
0.200254694,0.176087881,0.194033772,0.178412525
0.122758948,0.11481032,0.121933337,0.116968374
0.110890445,0.124069668,0.11242154,0.110523361
0.099663815,0.125901549,0.089891826,0.107786807
0.127983432,0.116155734,0.127740766,0.122122003
0.230023345,0.182906189,0.242661833,0.214116697
0.350010508,0.322219462,0.361356907,0.345263135
0.228613003,0.243206664,0.218125337,0.237672987
0.314267847,0.334397859,0.308001022,0.322034596
0.27021729,0.254672695,0.272969593,0.272823986
0.380680576,0.383964673,0.379150135,0.387582318
0.255644468,0.231328952,0.25852764,0.245870168
0.33532129,0.36047094,0.329248319,0.350569903
0.141854333,0.129176517,0.140829559,0.134587497
0.222819428,0.215168331,0.22256198,0.220935799
0.327913971,0.293999507,0.330693634,0.316767883
