bilinear-0.6,bilinear-2.0
0.157862181,0.198189136
0.166083954,0.249985555
0.194858749,0.271705252
0.142269157,0.211977648
0.221928307,0.224993713
0.147795593,0.212988464
0.154446773,0.139334577
0.107935172,0.12314895
0.083400465,0.135213535
0.099913537,0.138674833
0.074018244,0.114933305
0.044108025,0.084194914
0.075750055,0.094256982
0.09105805,0.101161952
0.072795841,0.099829931
0.120331735,0.137290532
0.068042159,0.092189556
0.052113738,0.072680443
0.071148575,0.109151396
0.048380238,0.076913908
0.080312729,0.116720971
0.085196826,0.120343043
0.058982556,0.0966737
0.124221782,0.106039446
0.058176047,0.088506216
0.079382575,0.095589934
0.104368223,0.092678121
0.037325391,0.065688753
0.073148977,0.114971139
0.090214109,0.117051645
0.105176247,0.115577631
0.103314539,0.110290382
0.161171737,0.128624679
0.166744527,0.129901938
0.136244976,0.108705106
0.199680956,0.145914943
0.111448661,0.134372395
0.08380413,0.123501878
0.172131977,0.169074399
0.142121926,0.156927148
0.090829328,0.095525346
0.10567463,0.081862747
0.116777294,0.105585834
0.072321757,0.116977742
0.125523131,0.132214452
0.140971662,0.178110891
0.107115417,0.161145837
0.132748639,0.110808051
0.117239323,0.123412578
0.161221182,0.087694311
0.091752023,0.13482413
0.098958819,0.084749057
0.211445953,0.134855654
0.069711806,0.131341364
0.106838728,0.107038702
0.127937746,0.135374718
0.065279891,0.109928195
0.110643981,0.12495825
0.124000514,0.206851921
0.129930067,0.094739664
0.065605558,0.111285183
0.133390144,0.106130232
0.121674063,0.130615618
0.114597137,0.131303767
0.097680169,0.10764747
0.104946905,0.134794607
0.142619956,0.174428544
0.194388594,0.209017681
0.131840075,0.172106822
0.125306056,0.152888346
0.100045605,0.135778756
0.114798581,0.150565744
0.208160335,0.222249205
0.066931296,0.12133697
0.131984427,0.153944011
0.157630405,0.204740594
0.149984799,0.187550549
0.227142339,0.242376181
0.193330924,0.209360341
0.203908043,0.174761719
0.127832201,0.148161763
0.099357106,0.120802342
0.215508076,0.216093361
0.13584785,0.169042382
0.13793881,0.200631314
0.203016254,0.212493567
0.211532039,0.196663016
0.222477037,0.222008216
0.152981388,0.241184108
0.101712203,0.125151593
0.101963853,0.130294604
0.118364338,0.152636504
0.100386559,0.156321839
0.111300934,0.148091293
0.11755186,0.150511461
0.217962242,0.198067222
0.134924584,0.148443787
0.090439039,0.119375773
0.080651482,0.117697797
0.080302617,0.114576381
0.108803006,0.162604602
0.079254616,0.102516501
0.082337751,0.131026361
0.147683632,0.162867468
0.108066086,0.141022809
0.080809168,0.127520126
0.117520306,0.156002123
0.069347287,0.117725039
0.094137066,0.125902874
0.171995892,0.195211735
0.144111962,0.148079266
0.04807583,0.08589887
0.093008932,0.129151468
0.065494679,0.117382028
0.062766886,0.094333363
0.120688605,0.192159746
0.156883084,0.208334086
0.095847793,0.138058314
0.151783063,0.156384234
0.138643144,0.192388216
0.064986383,0.100698412
0.058867893,0.101337225
0.105373073,0.137224605
0.104276355,0.112723071
0.126391257,0.160869448
0.117737645,0.140087932
0.116682671,0.131217531
0.133500169,0.154799553
0.197087564,0.196226403
0.144248768,0.149047515
0.119641721,0.142076834
0.075730371,0.096718812
0.151229438,0.163098463
0.240024689,0.305575419
0.161297721,0.198961846
0.116380509,0.160987225
0.07646329,0.097371078
0.17511178,0.145002053
0.086235116,0.112725637
0.108885331,0.155506294
0.138588044,0.172050256
0.100376415,0.149048845
0.088064581,0.131605755
0.125026151,0.17639488
0.121080695,0.174325211
0.185354385,0.156176192
0.14403528,0.179065279
0.134556181,0.164233381
0.130804079,0.176089172
0.115951225,0.164496065
0.138327389,0.186393605
0.071640143,0.11050979
0.05401919,0.088468383
0.054715877,0.090762802
0.058140598,0.090473509
0.092531117,0.116894453
0.158158276,0.153070817
0.129351219,0.142933907
0.13654671,0.162014226
0.100066566,0.095326575
0.188184348,0.17124272
0.146183429,0.200909997
0.138756773,0.192679792
0.070535184,0.093202682
0.075263583,0.09478545
0.063142041,0.100277189
0.070676457,0.089033722
0.141918465,0.154081031
0.09357717,0.13452538
0.062476748,0.086562252
0.075131334,0.103130399
0.079173262,0.093235482
0.080408923,0.097690163
0.045833901,0.089032229
0.056077632,0.068929442
0.108925598,0.116461182
